,score,label_value,race,sex,model_id
9547,0.0,0.0,BLACK,MALE,1
9548,1.0,0.0,BLACK,MALE,1
9549,1.0,0.0,BLACK,MALE,1
9550,1.0,0.0,BLACK,MALE,1
9551,0.0,0.0,AMER IND,MALE,1
9552,1.0,0.0,BLACK,MALE,1
9553,0.0,0.0,BLACK,FEMALE,1
9554,1.0,0.0,WHITE HISPANIC,MALE,1
9555,0.0,1.0,BLACK HISPANIC,MALE,1
9556,1.0,1.0,WHITE,MALE,1
9557,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9558,1.0,1.0,BLACK,MALE,1
9559,0.0,0.0,BLACK,MALE,1
9560,1.0,0.0,WHITE HISPANIC,MALE,1
9561,0.0,0.0,WHITE HISPANIC,MALE,1
9562,1.0,0.0,WHITE HISPANIC,MALE,1
9563,1.0,0.0,WHITE HISPANIC,MALE,1
9564,1.0,0.0,WHITE HISPANIC,MALE,1
9565,0.0,0.0,WHITE HISPANIC,MALE,1
9566,1.0,0.0,BLACK,MALE,1
9567,0.0,0.0,WHITE,MALE,1
9568,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9569,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9570,1.0,0.0,BLACK,MALE,1
9571,0.0,0.0,BLACK,MALE,1
9572,1.0,1.0,BLACK,MALE,1
9573,0.0,1.0,BLACK,MALE,1
9574,1.0,0.0,WHITE HISPANIC,MALE,1
9575,0.0,0.0,WHITE,MALE,1
9576,1.0,1.0,WHITE,MALE,1
9577,1.0,0.0,WHITE,MALE,1
9578,1.0,1.0,ASIAN/PAC.ISL,MALE,1
9579,0.0,0.0,BLACK,MALE,1
9580,1.0,0.0,BLACK,FEMALE,1
9581,0.0,1.0,ASIAN/PAC.ISL,MALE,1
9582,1.0,0.0,ASIAN/PAC.ISL,FEMALE,1
9583,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9584,1.0,0.0,BLACK,MALE,1
9585,0.0,0.0,BLACK,MALE,1
9586,1.0,0.0,BLACK,MALE,1
9587,0.0,0.0,BLACK,MALE,1
9588,1.0,0.0,BLACK,MALE,1
9589,0.0,1.0,BLACK,MALE,1
9590,1.0,0.0,WHITE,MALE,1
9591,1.0,0.0,WHITE HISPANIC,MALE,1
9592,1.0,0.0,BLACK,MALE,1
9593,0.0,0.0,BLACK,MALE,1
9594,1.0,1.0,BLACK,MALE,1
9595,0.0,0.0,BLACK,MALE,1
9596,1.0,0.0,BLACK,MALE,1
9597,0.0,1.0,WHITE,MALE,1
9598,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9599,0.0,1.0,BLACK,MALE,1
9600,1.0,0.0,BLACK,MALE,1
9601,0.0,0.0,BLACK,MALE,1
9602,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9603,0.0,0.0,WHITE,MALE,1
9604,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9605,1.0,0.0,BLACK,MALE,1
9606,1.0,0.0,BLACK,MALE,1
9607,0.0,0.0,BLACK,FEMALE,1
9608,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9609,0.0,0.0,BLACK,MALE,1
9610,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9611,0.0,0.0,BLACK,MALE,1
9612,1.0,1.0,BLACK,MALE,1
9613,0.0,0.0,BLACK,MALE,1
9614,1.0,0.0,BLACK,MALE,1
9615,0.0,0.0,BLACK,MALE,1
9616,1.0,0.0,WHITE HISPANIC,MALE,1
9617,0.0,1.0,BLACK,MALE,1
9618,1.0,0.0,BLACK HISPANIC,MALE,1
9619,1.0,0.0,WHITE,MALE,1
9620,1.0,0.0,WHITE,MALE,1
9621,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9622,1.0,0.0,WHITE,MALE,1
9623,0.0,0.0,WHITE,MALE,1
9624,1.0,0.0,BLACK,MALE,1
9625,0.0,0.0,WHITE,MALE,1
9626,1.0,0.0,BLACK,MALE,1
9627,0.0,0.0,BLACK,MALE,1
9628,1.0,0.0,BLACK,MALE,1
9629,0.0,0.0,BLACK,MALE,1
9630,1.0,1.0,ASIAN/PAC.ISL,MALE,1
9631,0.0,1.0,WHITE HISPANIC,MALE,1
9632,1.0,0.0,BLACK,MALE,1
9633,1.0,0.0,BLACK,MALE,1
9634,1.0,0.0,WHITE HISPANIC,MALE,1
9635,0.0,0.0,WHITE,MALE,1
9636,1.0,0.0,WHITE HISPANIC,MALE,1
9637,0.0,0.0,WHITE,MALE,1
9638,1.0,0.0,BLACK,MALE,1
9639,0.0,0.0,BLACK,MALE,1
9640,1.0,0.0,BLACK HISPANIC,MALE,1
9641,0.0,0.0,BLACK,MALE,1
9642,1.0,0.0,BLACK,MALE,1
9643,0.0,0.0,BLACK,MALE,1
9644,1.0,0.0,BLACK,MALE,1
9645,0.0,0.0,BLACK,FEMALE,1
9646,1.0,0.0,WHITE,MALE,1
9647,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9648,1.0,1.0,WHITE HISPANIC,MALE,1
9649,0.0,0.0,WHITE,MALE,1
9650,1.0,0.0,BLACK,MALE,1
9651,0.0,0.0,BLACK,MALE,1
9652,1.0,0.0,BLACK,MALE,1
9653,0.0,0.0,WHITE,MALE,1
9654,1.0,0.0,WHITE,MALE,1
9655,0.0,0.0,WHITE,MALE,1
9656,1.0,0.0,WHITE HISPANIC,FEMALE,1
9657,0.0,0.0,WHITE HISPANIC,MALE,1
9658,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9659,0.0,0.0,WHITE HISPANIC,MALE,1
9660,1.0,0.0,BLACK,MALE,1
9661,1.0,0.0,WHITE HISPANIC,MALE,1
9662,1.0,0.0,BLACK,MALE,1
9663,0.0,0.0,WHITE,MALE,1
9664,1.0,0.0,BLACK,MALE,1
9665,0.0,0.0,BLACK,MALE,1
9666,1.0,1.0,BLACK,MALE,1
9667,0.0,0.0,WHITE,MALE,1
9668,1.0,0.0,WHITE,MALE,1
9669,0.0,0.0,WHITE HISPANIC,MALE,1
9670,1.0,0.0,BLACK,MALE,1
9671,0.0,0.0,BLACK,MALE,1
9672,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9673,0.0,0.0,BLACK,MALE,1
9674,1.0,0.0,BLACK,MALE,1
9675,1.0,0.0,BLACK,MALE,1
9676,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9677,0.0,0.0,BLACK,FEMALE,1
9678,1.0,0.0,BLACK,FEMALE,1
9679,0.0,0.0,WHITE HISPANIC,MALE,1
9680,1.0,0.0,BLACK,MALE,1
9681,0.0,0.0,BLACK,MALE,1
9682,1.0,0.0,BLACK,MALE,1
9683,0.0,1.0,WHITE,MALE,1
9684,1.0,1.0,BLACK HISPANIC,MALE,1
9685,0.0,0.0,BLACK,MALE,1
9686,1.0,0.0,WHITE HISPANIC,MALE,1
9687,0.0,0.0,WHITE HISPANIC,MALE,1
9688,1.0,0.0,BLACK HISPANIC,MALE,1
9689,1.0,0.0,BLACK,MALE,1
9690,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9691,0.0,0.0,WHITE HISPANIC,MALE,1
9692,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9693,0.0,0.0,WHITE HISPANIC,MALE,1
9694,1.0,0.0,BLACK,MALE,1
9695,0.0,0.0,WHITE HISPANIC,MALE,1
9696,1.0,0.0,BLACK,MALE,1
9697,0.0,0.0,WHITE HISPANIC,MALE,1
9698,1.0,1.0,WHITE,MALE,1
9699,0.0,0.0,WHITE HISPANIC,MALE,1
9700,1.0,0.0,BLACK,MALE,1
9701,0.0,0.0,BLACK,MALE,1
9702,1.0,1.0,WHITE,FEMALE,1
9703,1.0,0.0,BLACK,MALE,1
9704,1.0,0.0,WHITE HISPANIC,MALE,1
9705,0.0,0.0,WHITE,MALE,1
9706,1.0,0.0,WHITE,MALE,1
9707,0.0,0.0,WHITE HISPANIC,MALE,1
9708,1.0,1.0,WHITE HISPANIC,MALE,1
9709,0.0,1.0,WHITE,MALE,1
9710,1.0,0.0,WHITE HISPANIC,MALE,1
9711,0.0,0.0,BLACK HISPANIC,MALE,1
9712,1.0,1.0,WHITE HISPANIC,MALE,1
9713,0.0,0.0,WHITE HISPANIC,FEMALE,1
9714,1.0,0.0,BLACK,MALE,1
9715,0.0,0.0,BLACK,MALE,1
9716,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9717,1.0,0.0,WHITE HISPANIC,MALE,1
9718,1.0,0.0,WHITE HISPANIC,MALE,1
9719,0.0,0.0,WHITE HISPANIC,MALE,1
9720,1.0,1.0,WHITE HISPANIC,FEMALE,1
9721,0.0,0.0,BLACK,MALE,1
9722,1.0,0.0,BLACK HISPANIC,MALE,1
9723,0.0,0.0,WHITE HISPANIC,MALE,1
9724,1.0,0.0,BLACK,MALE,1
9725,0.0,0.0,BLACK,MALE,1
9726,1.0,0.0,WHITE,MALE,1
9727,0.0,0.0,WHITE HISPANIC,MALE,1
9728,1.0,0.0,WHITE HISPANIC,MALE,1
9729,0.0,0.0,WHITE,MALE,1
9730,1.0,0.0,WHITE HISPANIC,FEMALE,1
9731,1.0,0.0,WHITE HISPANIC,MALE,1
9732,1.0,0.0,BLACK,MALE,1
9733,0.0,0.0,BLACK,MALE,1
9734,1.0,1.0,WHITE HISPANIC,MALE,1
9735,0.0,0.0,BLACK HISPANIC,MALE,1
9736,1.0,0.0,WHITE HISPANIC,MALE,1
9737,0.0,0.0,WHITE HISPANIC,MALE,1
9738,1.0,1.0,WHITE HISPANIC,MALE,1
9739,0.0,0.0,WHITE HISPANIC,MALE,1
9740,1.0,0.0,WHITE,MALE,1
9741,0.0,0.0,BLACK,MALE,1
9742,1.0,0.0,WHITE HISPANIC,MALE,1
9743,0.0,0.0,BLACK,MALE,1
9744,1.0,0.0,BLACK,MALE,1
9745,1.0,0.0,WHITE,FEMALE,1
9746,1.0,0.0,BLACK,MALE,1
9747,0.0,0.0,BLACK,MALE,1
9748,1.0,0.0,BLACK,MALE,1
9749,0.0,0.0,WHITE HISPANIC,MALE,1
9750,1.0,0.0,WHITE HISPANIC,MALE,1
9751,0.0,0.0,WHITE HISPANIC,MALE,1
9752,1.0,0.0,WHITE HISPANIC,MALE,1
9753,0.0,0.0,WHITE HISPANIC,MALE,1
9754,1.0,1.0,BLACK,MALE,1
9755,0.0,0.0,WHITE,MALE,1
9756,1.0,1.0,WHITE,MALE,1
9757,0.0,0.0,BLACK HISPANIC,MALE,1
9758,1.0,1.0,BLACK HISPANIC,MALE,1
9759,1.0,0.0,WHITE HISPANIC,MALE,1
9760,1.0,0.0,BLACK,MALE,1
9761,0.0,0.0,BLACK,MALE,1
9762,1.0,0.0,BLACK,MALE,1
9763,0.0,0.0,BLACK,MALE,1
9764,1.0,0.0,BLACK,MALE,1
9765,0.0,0.0,BLACK,MALE,1
9766,1.0,0.0,BLACK HISPANIC,MALE,1
9767,0.0,0.0,BLACK,MALE,1
9768,1.0,0.0,BLACK HISPANIC,MALE,1
9769,0.0,0.0,WHITE HISPANIC,MALE,1
9770,1.0,0.0,BLACK HISPANIC,MALE,1
9771,0.0,1.0,WHITE HISPANIC,MALE,1
9772,1.0,1.0,BLACK,MALE,1
9773,1.0,0.0,WHITE,MALE,1
9774,1.0,1.0,ASIAN/PAC.ISL,MALE,1
9775,0.0,0.0,AMER IND,MALE,1
9776,1.0,0.0,WHITE HISPANIC,MALE,1
9777,0.0,0.0,BLACK,MALE,1
9778,1.0,0.0,BLACK,MALE,1
9779,0.0,0.0,WHITE HISPANIC,MALE,1
9780,1.0,1.0,WHITE HISPANIC,MALE,1
9781,0.0,0.0,WHITE HISPANIC,MALE,1
9782,1.0,0.0,WHITE,MALE,1
9783,0.0,0.0,WHITE,MALE,1
9784,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9785,0.0,0.0,BLACK HISPANIC,MALE,1
9786,1.0,0.0,BLACK HISPANIC,MALE,1
9787,1.0,0.0,BLACK HISPANIC,MALE,1
9788,1.0,0.0,BLACK HISPANIC,MALE,1
9789,0.0,0.0,BLACK,MALE,1
9790,1.0,0.0,WHITE,MALE,1
9791,0.0,0.0,WHITE,MALE,1
9792,1.0,1.0,BLACK,MALE,1
9793,0.0,0.0,WHITE HISPANIC,MALE,1
9794,1.0,0.0,BLACK,MALE,1
9795,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9796,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9797,0.0,0.0,WHITE HISPANIC,MALE,1
9798,1.0,0.0,WHITE HISPANIC,MALE,1
9799,0.0,0.0,BLACK HISPANIC,MALE,1
9800,1.0,0.0,WHITE HISPANIC,MALE,1
9801,1.0,0.0,BLACK HISPANIC,MALE,1
9802,1.0,0.0,BLACK,MALE,1
9803,0.0,1.0,WHITE HISPANIC,MALE,1
9804,1.0,0.0,WHITE HISPANIC,MALE,1
9805,0.0,0.0,BLACK,MALE,1
9806,1.0,0.0,BLACK,MALE,1
9807,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9808,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9809,0.0,0.0,WHITE HISPANIC,MALE,1
9810,1.0,1.0,WHITE HISPANIC,MALE,1
9811,0.0,0.0,WHITE HISPANIC,FEMALE,1
9812,1.0,0.0,WHITE,MALE,1
9813,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9814,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9815,1.0,0.0,WHITE HISPANIC,FEMALE,1
9816,1.0,0.0,BLACK,MALE,1
9817,0.0,0.0,BLACK,MALE,1
9818,1.0,0.0,BLACK,MALE,1
9819,0.0,0.0,WHITE,MALE,1
9820,1.0,0.0,WHITE,MALE,1
9821,0.0,0.0,WHITE,MALE,1
9822,1.0,0.0,WHITE HISPANIC,MALE,1
9823,0.0,0.0,BLACK,MALE,1
9824,1.0,0.0,BLACK,MALE,1
9825,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9826,1.0,0.0,WHITE HISPANIC,MALE,1
9827,0.0,0.0,WHITE HISPANIC,MALE,1
9828,1.0,1.0,ASIAN/PAC.ISL,MALE,1
9829,1.0,0.0,WHITE HISPANIC,MALE,1
9830,1.0,0.0,BLACK,MALE,1
9831,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9832,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9833,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9834,1.0,0.0,WHITE HISPANIC,MALE,1
9835,0.0,0.0,WHITE,MALE,1
9836,1.0,0.0,WHITE HISPANIC,MALE,1
9837,0.0,0.0,WHITE HISPANIC,MALE,1
9838,1.0,0.0,BLACK,MALE,1
9839,0.0,0.0,BLACK,MALE,1
9840,1.0,0.0,WHITE HISPANIC,MALE,1
9841,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9842,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9843,1.0,0.0,WHITE HISPANIC,MALE,1
9844,1.0,0.0,BLACK,MALE,1
9845,0.0,0.0,BLACK HISPANIC,MALE,1
9846,1.0,1.0,WHITE,MALE,1
9847,0.0,0.0,WHITE,MALE,1
9848,1.0,0.0,BLACK,MALE,1
9849,0.0,0.0,BLACK,MALE,1
9850,1.0,0.0,WHITE HISPANIC,MALE,1
9851,0.0,1.0,BLACK,MALE,1
9852,1.0,0.0,WHITE,MALE,1
9853,0.0,0.0,WHITE HISPANIC,MALE,1
9854,1.0,0.0,WHITE HISPANIC,MALE,1
9855,0.0,0.0,WHITE HISPANIC,MALE,1
9856,1.0,0.0,WHITE HISPANIC,MALE,1
9857,1.0,0.0,BLACK HISPANIC,MALE,1
9858,1.0,0.0,WHITE HISPANIC,MALE,1
9859,0.0,0.0,WHITE HISPANIC,MALE,1
9860,1.0,0.0,WHITE HISPANIC,MALE,1
9861,0.0,0.0,WHITE HISPANIC,MALE,1
9862,1.0,0.0,WHITE HISPANIC,MALE,1
9863,0.0,0.0,BLACK,MALE,1
9864,1.0,1.0,BLACK,MALE,1
9865,0.0,0.0,BLACK,MALE,1
9866,1.0,0.0,BLACK,MALE,1
9867,0.0,0.0,WHITE HISPANIC,MALE,1
9868,1.0,0.0,BLACK HISPANIC,MALE,1
9869,0.0,0.0,BLACK,MALE,1
9870,1.0,0.0,BLACK,MALE,1
9871,1.0,0.0,WHITE HISPANIC,MALE,1
9872,1.0,0.0,BLACK,MALE,1
9873,0.0,0.0,WHITE HISPANIC,MALE,1
9874,1.0,0.0,BLACK,MALE,1
9875,0.0,0.0,BLACK,MALE,1
9876,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9877,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9878,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9879,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9880,1.0,0.0,WHITE,FEMALE,1
9881,0.0,0.0,BLACK HISPANIC,MALE,1
9882,1.0,1.0,WHITE HISPANIC,MALE,1
9883,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9884,1.0,0.0,BLACK,MALE,1
9885,1.0,0.0,BLACK,MALE,1
9886,1.0,0.0,BLACK,MALE,1
9887,0.0,1.0,WHITE HISPANIC,MALE,1
9888,1.0,0.0,BLACK,MALE,1
9889,0.0,0.0,WHITE HISPANIC,FEMALE,1
9890,1.0,0.0,WHITE HISPANIC,FEMALE,1
9891,0.0,0.0,BLACK,MALE,1
9892,1.0,0.0,WHITE HISPANIC,MALE,1
9893,0.0,0.0,WHITE HISPANIC,MALE,1
9894,1.0,0.0,WHITE,MALE,1
9895,0.0,0.0,WHITE,MALE,1
9896,1.0,0.0,WHITE HISPANIC,MALE,1
9897,0.0,0.0,WHITE HISPANIC,MALE,1
9898,1.0,0.0,WHITE HISPANIC,MALE,1
9899,1.0,0.0,WHITE HISPANIC,MALE,1
9900,1.0,1.0,BLACK,MALE,1
9901,0.0,0.0,WHITE,MALE,1
9902,1.0,0.0,WHITE,MALE,1
9903,0.0,0.0,WHITE HISPANIC,FEMALE,1
9904,1.0,0.0,WHITE HISPANIC,MALE,1
9905,0.0,0.0,WHITE HISPANIC,MALE,1
9906,1.0,0.0,BLACK,MALE,1
9907,0.0,0.0,BLACK,MALE,1
9908,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9909,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9910,1.0,0.0,WHITE HISPANIC,MALE,1
9911,0.0,0.0,WHITE HISPANIC,MALE,1
9912,1.0,0.0,BLACK HISPANIC,MALE,1
9913,1.0,0.0,BLACK HISPANIC,MALE,1
9914,1.0,0.0,WHITE,FEMALE,1
9915,0.0,0.0,WHITE,FEMALE,1
9916,1.0,0.0,WHITE HISPANIC,MALE,1
9917,0.0,0.0,WHITE HISPANIC,FEMALE,1
9918,1.0,1.0,WHITE,MALE,1
9919,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9920,1.0,0.0,BLACK,MALE,1
9921,0.0,1.0,WHITE HISPANIC,MALE,1
9922,1.0,0.0,BLACK,MALE,1
9923,0.0,0.0,BLACK HISPANIC,MALE,1
9924,1.0,1.0,WHITE HISPANIC,MALE,1
9925,0.0,0.0,WHITE HISPANIC,MALE,1
9926,1.0,0.0,WHITE HISPANIC,MALE,1
9927,1.0,0.0,WHITE HISPANIC,MALE,1
9928,1.0,0.0,WHITE HISPANIC,MALE,1
9929,0.0,0.0,WHITE HISPANIC,MALE,1
9930,1.0,0.0,WHITE HISPANIC,MALE,1
9931,0.0,0.0,BLACK,MALE,1
9932,1.0,0.0,BLACK,FEMALE,1
9933,0.0,0.0,WHITE HISPANIC,MALE,1
9934,1.0,0.0,WHITE HISPANIC,MALE,1
9935,0.0,1.0,WHITE HISPANIC,MALE,1
9936,1.0,1.0,WHITE HISPANIC,MALE,1
9937,0.0,0.0,ASIAN/PAC.ISL,MALE,1
9938,1.0,0.0,BLACK HISPANIC,MALE,1
9939,0.0,0.0,WHITE HISPANIC,MALE,1
9940,1.0,0.0,WHITE HISPANIC,MALE,1
9941,1.0,0.0,WHITE HISPANIC,MALE,1
9942,1.0,0.0,WHITE HISPANIC,MALE,1
9943,0.0,0.0,WHITE HISPANIC,FEMALE,1
9944,1.0,0.0,WHITE HISPANIC,MALE,1
9945,0.0,0.0,WHITE HISPANIC,MALE,1
9946,1.0,0.0,WHITE HISPANIC,MALE,1
9947,0.0,0.0,WHITE HISPANIC,MALE,1
9948,1.0,0.0,WHITE HISPANIC,MALE,1
9949,0.0,0.0,WHITE HISPANIC,MALE,1
9950,1.0,0.0,WHITE HISPANIC,MALE,1
9951,0.0,0.0,WHITE HISPANIC,MALE,1
9952,1.0,0.0,WHITE HISPANIC,MALE,1
9953,0.0,0.0,BLACK,MALE,1
9954,1.0,1.0,BLACK,MALE,1
9955,1.0,0.0,BLACK HISPANIC,MALE,1
9956,1.0,0.0,WHITE HISPANIC,MALE,1
9957,0.0,0.0,WHITE HISPANIC,MALE,1
9958,1.0,0.0,BLACK,MALE,1
9959,0.0,0.0,BLACK HISPANIC,MALE,1
9960,1.0,0.0,BLACK,FEMALE,1
9961,0.0,0.0,WHITE HISPANIC,MALE,1
9962,1.0,0.0,BLACK,MALE,1
9963,0.0,0.0,BLACK HISPANIC,MALE,1
9964,1.0,0.0,WHITE HISPANIC,MALE,1
9965,0.0,0.0,BLACK HISPANIC,MALE,1
9966,1.0,0.0,BLACK HISPANIC,MALE,1
9967,0.0,0.0,BLACK HISPANIC,MALE,1
9968,1.0,0.0,WHITE HISPANIC,MALE,1
9969,1.0,0.0,WHITE HISPANIC,MALE,1
9970,1.0,0.0,WHITE HISPANIC,MALE,1
9971,0.0,0.0,WHITE,MALE,1
9972,1.0,1.0,ASIAN/PAC.ISL,MALE,1
9973,0.0,0.0,BLACK,FEMALE,1
9974,1.0,0.0,BLACK HISPANIC,MALE,1
9975,0.0,0.0,BLACK,MALE,1
9976,1.0,0.0,WHITE HISPANIC,MALE,1
9977,0.0,0.0,WHITE HISPANIC,MALE,1
9978,1.0,0.0,WHITE HISPANIC,MALE,1
9979,0.0,0.0,BLACK,MALE,1
9980,1.0,0.0,WHITE HISPANIC,MALE,1
9981,0.0,0.0,BLACK HISPANIC,MALE,1
9982,1.0,0.0,ASIAN/PAC.ISL,MALE,1
9983,1.0,0.0,BLACK,MALE,1
9984,1.0,0.0,BLACK,MALE,1
9985,0.0,0.0,WHITE HISPANIC,MALE,1
9986,1.0,0.0,BLACK,MALE,1
9987,0.0,0.0,BLACK,MALE,1
9988,1.0,0.0,WHITE HISPANIC,MALE,1
9989,0.0,0.0,BLACK,MALE,1
9990,1.0,1.0,WHITE HISPANIC,MALE,1
9991,0.0,0.0,WHITE HISPANIC,MALE,1
9992,1.0,0.0,BLACK,MALE,1
9993,0.0,0.0,WHITE HISPANIC,MALE,1
9994,1.0,0.0,BLACK HISPANIC,MALE,1
9995,0.0,0.0,WHITE HISPANIC,MALE,1
9996,1.0,0.0,WHITE HISPANIC,MALE,1
9997,1.0,0.0,BLACK HISPANIC,MALE,1
9998,1.0,1.0,BLACK HISPANIC,MALE,1
9999,0.0,0.0,WHITE HISPANIC,MALE,1
10000,1.0,0.0,BLACK,MALE,1
10001,0.0,0.0,WHITE HISPANIC,MALE,1
10002,1.0,1.0,WHITE HISPANIC,FEMALE,1
10003,0.0,0.0,WHITE HISPANIC,MALE,1
10004,1.0,0.0,BLACK HISPANIC,FEMALE,1
10005,0.0,0.0,WHITE HISPANIC,MALE,1
10006,1.0,0.0,WHITE HISPANIC,MALE,1
10007,0.0,0.0,BLACK,FEMALE,1
10008,1.0,1.0,WHITE HISPANIC,MALE,1
10009,0.0,0.0,WHITE HISPANIC,MALE,1
10010,1.0,0.0,WHITE HISPANIC,MALE,1
10011,1.0,0.0,WHITE HISPANIC,MALE,1
10012,1.0,0.0,BLACK HISPANIC,MALE,1
10013,0.0,1.0,WHITE HISPANIC,MALE,1
10014,1.0,0.0,WHITE HISPANIC,MALE,1
10015,0.0,0.0,WHITE HISPANIC,MALE,1
10016,1.0,0.0,BLACK,MALE,1
10017,0.0,0.0,BLACK,MALE,1
10018,1.0,0.0,ASIAN/PAC.ISL,MALE,1
10019,0.0,1.0,BLACK,MALE,1
10020,1.0,1.0,BLACK,MALE,1
10021,0.0,0.0,WHITE HISPANIC,MALE,1
10022,1.0,0.0,WHITE HISPANIC,MALE,1
10023,0.0,0.0,BLACK,FEMALE,1
10024,1.0,0.0,BLACK,MALE,1
10025,1.0,1.0,WHITE HISPANIC,MALE,1
10026,1.0,1.0,BLACK,MALE,1
10027,0.0,0.0,WHITE HISPANIC,MALE,1
10028,1.0,0.0,WHITE HISPANIC,MALE,1
10029,0.0,0.0,WHITE HISPANIC,MALE,1
10030,1.0,0.0,WHITE HISPANIC,MALE,1
10031,0.0,0.0,WHITE HISPANIC,MALE,1
10032,1.0,0.0,WHITE HISPANIC,MALE,1
10033,0.0,0.0,ASIAN/PAC.ISL,MALE,1
10034,1.0,1.0,WHITE HISPANIC,MALE,1
10035,0.0,0.0,BLACK,MALE,1
10036,1.0,0.0,WHITE HISPANIC,MALE,1
10037,0.0,1.0,WHITE,MALE,1
10038,1.0,0.0,BLACK,MALE,1
10039,1.0,0.0,BLACK,MALE,1
10040,1.0,0.0,BLACK,MALE,1
10041,0.0,0.0,WHITE HISPANIC,MALE,1
10042,1.0,0.0,WHITE HISPANIC,MALE,1
10043,0.0,0.0,WHITE HISPANIC,MALE,1
10044,1.0,1.0,WHITE HISPANIC,MALE,1
10045,0.0,0.0,WHITE HISPANIC,MALE,1
10046,1.0,0.0,WHITE HISPANIC,MALE,1
10047,0.0,0.0,WHITE HISPANIC,MALE,1
10048,1.0,0.0,WHITE HISPANIC,MALE,1
10049,0.0,0.0,WHITE HISPANIC,MALE,1
10050,1.0,0.0,BLACK,MALE,1
10051,0.0,0.0,WHITE,MALE,1
10052,1.0,0.0,WHITE,MALE,1
10053,1.0,0.0,WHITE,MALE,1
10054,1.0,0.0,WHITE,MALE,1
10055,0.0,0.0,WHITE,MALE,1
10056,1.0,0.0,BLACK,MALE,1
10057,0.0,0.0,WHITE HISPANIC,MALE,1
10058,1.0,0.0,BLACK HISPANIC,MALE,1
10059,0.0,0.0,WHITE,MALE,1
10060,1.0,1.0,WHITE HISPANIC,MALE,1
10061,0.0,1.0,WHITE HISPANIC,MALE,1
10062,1.0,1.0,ASIAN/PAC.ISL,MALE,1
10063,0.0,1.0,WHITE,MALE,1
10064,1.0,1.0,WHITE HISPANIC,MALE,1
10065,0.0,0.0,WHITE,FEMALE,1
10066,1.0,0.0,WHITE,MALE,1
10067,1.0,0.0,WHITE,MALE,1
10068,1.0,0.0,WHITE,MALE,1
10069,0.0,0.0,BLACK,MALE,1
10070,1.0,0.0,WHITE HISPANIC,MALE,1
10071,0.0,0.0,BLACK HISPANIC,MALE,1
10072,1.0,0.0,WHITE HISPANIC,MALE,1
10073,0.0,1.0,WHITE,MALE,1
10074,1.0,0.0,WHITE,MALE,1
10075,0.0,0.0,BLACK,MALE,1
10076,1.0,0.0,WHITE HISPANIC,MALE,1
10077,0.0,0.0,WHITE HISPANIC,MALE,1
10078,1.0,0.0,BLACK HISPANIC,MALE,1
10079,0.0,0.0,ASIAN/PAC.ISL,MALE,1
10080,1.0,1.0,BLACK,MALE,1
10081,1.0,0.0,WHITE HISPANIC,MALE,1
10082,1.0,0.0,WHITE HISPANIC,FEMALE,1
10083,0.0,0.0,BLACK,MALE,1
10084,1.0,0.0,WHITE HISPANIC,MALE,1
10085,0.0,0.0,BLACK,MALE,1
10086,1.0,0.0,BLACK,MALE,1
10087,0.0,0.0,BLACK,MALE,1
10088,1.0,0.0,BLACK,MALE,1
10089,0.0,0.0,WHITE,MALE,1
10090,1.0,0.0,WHITE,MALE,1
10091,0.0,0.0,WHITE HISPANIC,MALE,1
