entity_id,score,label_value,race,sex,age_cat
2243,0.0,1,Caucasian,Male,Greater than 45
2245,1.0,0,Caucasian,Female,Greater than 45
2246,1.0,0,African-American,Male,Less than 25
2247,1.0,1,African-American,Male,25 - 45
2248,1.0,0,African-American,Female,Less than 25
2250,1.0,1,African-American,Male,25 - 45
2252,0.0,0,Other,Male,25 - 45
2256,0.0,0,Caucasian,Male,Greater than 45
2258,1.0,1,Caucasian,Female,Less than 25
2259,0.0,0,African-American,Male,25 - 45
2261,0.0,0,African-American,Female,Greater than 45
2262,0.0,1,African-American,Male,Less than 25
2263,0.0,0,Native American,Male,25 - 45
2268,1.0,0,Caucasian,Female,25 - 45
2269,1.0,0,African-American,Female,Greater than 45
2271,1.0,1,African-American,Male,25 - 45
2272,1.0,0,Hispanic,Male,Greater than 45
2274,0.0,1,Caucasian,Male,Greater than 45
2276,0.0,0,Other,Male,25 - 45
2277,1.0,1,Caucasian,Male,25 - 45
2278,0.0,1,Caucasian,Male,Greater than 45
2279,1.0,0,African-American,Male,25 - 45
2280,0.0,1,African-American,Male,Less than 25
2281,0.0,1,Hispanic,Male,25 - 45
2282,0.0,0,African-American,Male,25 - 45
2283,1.0,1,African-American,Male,25 - 45
2284,0.0,0,Caucasian,Male,25 - 45
2285,0.0,0,African-American,Male,25 - 45
2286,0.0,0,Hispanic,Male,25 - 45
2287,1.0,1,African-American,Male,25 - 45
2289,1.0,1,Caucasian,Female,Less than 25
2290,0.0,1,African-American,Male,25 - 45
2291,0.0,0,Caucasian,Male,Greater than 45
2292,0.0,0,Caucasian,Male,25 - 45
2293,0.0,0,Caucasian,Male,25 - 45
2294,0.0,0,Caucasian,Male,Less than 25
2297,1.0,1,Caucasian,Male,Less than 25
2299,1.0,1,Caucasian,Male,25 - 45
2300,1.0,1,Caucasian,Male,Greater than 45
2301,1.0,1,African-American,Male,Less than 25
2303,0.0,0,Caucasian,Female,25 - 45
2306,0.0,0,Caucasian,Male,Greater than 45
2307,1.0,0,Caucasian,Male,Greater than 45
2309,1.0,1,Hispanic,Female,Less than 25
2310,0.0,0,African-American,Male,25 - 45
2311,0.0,1,Other,Male,25 - 45
2314,0.0,0,African-American,Male,Greater than 45
2316,0.0,0,Caucasian,Male,Greater than 45
2317,1.0,1,African-American,Male,25 - 45
2318,1.0,1,Caucasian,Male,Less than 25
2320,0.0,1,African-American,Female,Less than 25
2321,1.0,1,African-American,Male,25 - 45
2322,1.0,0,African-American,Male,25 - 45
2324,0.0,1,Hispanic,Male,Less than 25
2326,1.0,0,African-American,Male,25 - 45
2327,1.0,1,African-American,Male,Greater than 45
2328,0.0,0,Asian,Male,Less than 25
2329,1.0,1,African-American,Male,25 - 45
2332,0.0,0,Caucasian,Male,Greater than 45
2334,0.0,1,Hispanic,Male,25 - 45
2335,1.0,1,African-American,Male,25 - 45
2336,1.0,1,African-American,Male,Less than 25
2338,0.0,0,Hispanic,Male,Greater than 45
2339,1.0,1,Caucasian,Female,25 - 45
2342,1.0,0,African-American,Female,25 - 45
2343,0.0,0,Caucasian,Male,Greater than 45
2344,1.0,1,African-American,Female,Less than 25
2349,1.0,0,African-American,Male,Greater than 45
2350,1.0,1,African-American,Male,25 - 45
2352,0.0,0,African-American,Male,Greater than 45
2353,0.0,0,Caucasian,Male,Greater than 45
2354,0.0,1,African-American,Male,Less than 25
2355,0.0,1,African-American,Male,Less than 25
2356,0.0,1,Caucasian,Male,Greater than 45
2357,0.0,0,African-American,Male,25 - 45
2360,0.0,0,Hispanic,Male,Less than 25
2361,0.0,1,Caucasian,Female,Greater than 45
2363,0.0,0,Caucasian,Male,25 - 45
2365,0.0,0,Caucasian,Male,Greater than 45
2366,0.0,0,Hispanic,Male,25 - 45
2367,0.0,1,Caucasian,Female,25 - 45
2370,0.0,0,African-American,Female,25 - 45
2371,0.0,0,Caucasian,Male,25 - 45
2372,1.0,0,African-American,Male,Greater than 45
2374,0.0,0,African-American,Male,Less than 25
2376,1.0,1,African-American,Male,25 - 45
2380,1.0,0,Hispanic,Female,25 - 45
2381,0.0,1,Hispanic,Male,Greater than 45
2382,1.0,1,African-American,Male,Greater than 45
2383,0.0,0,Other,Male,25 - 45
2385,1.0,1,African-American,Female,Less than 25
2386,0.0,1,African-American,Male,25 - 45
2387,1.0,1,Caucasian,Male,Less than 25
2388,1.0,0,Other,Male,25 - 45
2389,0.0,0,African-American,Male,25 - 45
2390,1.0,1,African-American,Male,25 - 45
2392,0.0,1,African-American,Male,25 - 45
2393,0.0,0,African-American,Male,Less than 25
2394,1.0,1,Caucasian,Male,25 - 45
2396,0.0,0,Caucasian,Female,Greater than 45
2398,0.0,0,Caucasian,Female,Greater than 45
2399,1.0,1,Hispanic,Male,25 - 45
2400,1.0,0,African-American,Male,25 - 45
2401,0.0,0,African-American,Male,25 - 45
2402,1.0,1,African-American,Male,Greater than 45
2404,1.0,0,African-American,Male,25 - 45
2405,0.0,0,African-American,Female,Less than 25
2406,0.0,0,African-American,Female,Greater than 45
2407,1.0,1,Hispanic,Male,Less than 25
2408,0.0,0,Caucasian,Female,Greater than 45
2410,0.0,0,Hispanic,Female,25 - 45
2411,1.0,0,African-American,Female,25 - 45
2412,0.0,0,Caucasian,Male,25 - 45
2415,0.0,0,Hispanic,Male,Greater than 45
2416,0.0,1,Caucasian,Female,25 - 45
2418,0.0,0,Caucasian,Male,Greater than 45
2420,0.0,1,Caucasian,Male,25 - 45
2421,0.0,0,Caucasian,Male,25 - 45
2422,0.0,0,African-American,Male,25 - 45
2425,1.0,1,Caucasian,Male,25 - 45
2426,1.0,1,Caucasian,Male,Greater than 45
2427,1.0,1,African-American,Male,25 - 45
2428,1.0,0,African-American,Male,25 - 45
2429,0.0,0,Caucasian,Male,25 - 45
2430,0.0,1,African-American,Male,Greater than 45
2431,0.0,0,Caucasian,Female,Less than 25
2432,0.0,0,African-American,Male,25 - 45
2437,0.0,0,Other,Male,25 - 45
2438,0.0,0,Asian,Male,Greater than 45
2439,1.0,0,African-American,Female,Greater than 45
2441,0.0,0,Other,Male,25 - 45
2442,1.0,1,African-American,Male,Less than 25
2443,1.0,0,Other,Male,25 - 45
2444,1.0,0,African-American,Male,Greater than 45
2445,1.0,1,African-American,Male,25 - 45
2446,0.0,1,Caucasian,Male,Less than 25
2448,1.0,1,African-American,Male,Less than 25
2451,0.0,0,Caucasian,Male,Greater than 45
2453,1.0,1,Caucasian,Female,Greater than 45
2454,0.0,0,Other,Male,25 - 45
2456,1.0,0,Caucasian,Male,25 - 45
2457,0.0,0,Other,Male,25 - 45
2459,1.0,0,African-American,Male,25 - 45
2460,0.0,1,Caucasian,Male,Greater than 45
2462,0.0,0,African-American,Male,25 - 45
2464,1.0,0,African-American,Male,Greater than 45
2465,1.0,0,African-American,Male,25 - 45
2467,1.0,0,African-American,Male,25 - 45
2470,0.0,0,African-American,Male,Greater than 45
2471,1.0,0,Hispanic,Male,Greater than 45
2472,1.0,0,Caucasian,Male,25 - 45
2474,1.0,1,African-American,Male,Greater than 45
2475,0.0,0,Other,Male,Greater than 45
2476,1.0,1,African-American,Male,25 - 45
2477,1.0,1,Caucasian,Male,25 - 45
2478,0.0,0,African-American,Male,25 - 45
2479,1.0,1,African-American,Male,25 - 45
2480,0.0,0,African-American,Male,25 - 45
2482,0.0,0,African-American,Male,25 - 45
2484,0.0,0,Caucasian,Male,Greater than 45
2485,0.0,0,African-American,Female,25 - 45
2486,1.0,0,Caucasian,Female,25 - 45
2487,1.0,1,African-American,Male,25 - 45
2488,0.0,1,Caucasian,Female,Greater than 45
2489,1.0,0,Hispanic,Male,Less than 25
2490,1.0,1,African-American,Male,25 - 45
2493,1.0,1,Caucasian,Female,25 - 45
2494,1.0,1,African-American,Female,Less than 25
2495,1.0,0,Caucasian,Male,Less than 25
2496,1.0,0,Other,Male,Less than 25
2497,0.0,0,Other,Male,Greater than 45
2498,0.0,0,Caucasian,Male,Greater than 45
2499,1.0,1,Caucasian,Male,Greater than 45
2501,0.0,0,African-American,Male,Less than 25
2502,0.0,0,Hispanic,Male,Greater than 45
2503,1.0,1,African-American,Female,25 - 45
2504,0.0,1,Caucasian,Male,Less than 25
2507,1.0,0,African-American,Male,25 - 45
2509,1.0,1,African-American,Male,Less than 25
2511,0.0,0,Hispanic,Male,25 - 45
2512,1.0,1,African-American,Male,25 - 45
2513,1.0,1,African-American,Male,Less than 25
2514,1.0,1,African-American,Male,25 - 45
2515,1.0,0,African-American,Male,25 - 45
2516,0.0,0,African-American,Male,Less than 25
2517,0.0,0,African-American,Male,25 - 45
2518,1.0,0,Hispanic,Male,25 - 45
2519,1.0,1,African-American,Male,25 - 45
2520,0.0,1,African-American,Male,25 - 45
2521,1.0,0,African-American,Female,Less than 25
2523,0.0,0,African-American,Male,Greater than 45
2524,1.0,0,Other,Male,Less than 25
2525,0.0,0,Caucasian,Male,25 - 45
2526,0.0,0,Caucasian,Male,Greater than 45
2527,1.0,1,African-American,Male,25 - 45
2529,0.0,1,African-American,Male,25 - 45
2530,1.0,1,African-American,Male,Less than 25
2532,1.0,0,African-American,Male,25 - 45
2533,1.0,1,Caucasian,Male,Less than 25
2534,0.0,1,Caucasian,Male,Greater than 45
2536,1.0,0,African-American,Male,Greater than 45
2537,0.0,0,African-American,Female,25 - 45
2538,0.0,0,Caucasian,Male,Greater than 45
2539,1.0,1,African-American,Female,25 - 45
2540,0.0,0,Caucasian,Male,Less than 25
2541,0.0,0,Caucasian,Male,Greater than 45
2542,1.0,1,African-American,Male,25 - 45
2543,1.0,0,African-American,Male,25 - 45
2544,1.0,1,Caucasian,Male,25 - 45
2546,0.0,0,African-American,Male,Greater than 45
2548,1.0,1,African-American,Male,25 - 45
2549,0.0,0,African-American,Male,Greater than 45
2550,0.0,0,Caucasian,Male,25 - 45
2554,0.0,0,Caucasian,Female,Greater than 45
2556,1.0,0,African-American,Male,Less than 25
2557,1.0,0,African-American,Male,25 - 45
2560,1.0,1,Caucasian,Male,Less than 25
2561,1.0,1,Caucasian,Female,25 - 45
2562,0.0,0,Hispanic,Male,25 - 45
2564,0.0,1,Other,Male,25 - 45
2566,1.0,0,African-American,Male,25 - 45
2567,1.0,0,Caucasian,Male,25 - 45
2568,1.0,1,African-American,Male,Greater than 45
2569,0.0,0,Caucasian,Male,25 - 45
2571,1.0,1,African-American,Male,Less than 25
2572,1.0,1,African-American,Female,25 - 45
2573,1.0,1,Caucasian,Female,25 - 45
2574,1.0,0,Caucasian,Male,Less than 25
2575,1.0,1,Caucasian,Female,25 - 45
2576,1.0,1,Caucasian,Male,Less than 25
2578,0.0,1,Other,Male,Greater than 45
2579,0.0,0,African-American,Female,25 - 45
2580,0.0,0,Caucasian,Male,Greater than 45
2581,1.0,1,African-American,Male,25 - 45
2582,0.0,0,Caucasian,Male,Greater than 45
2583,0.0,0,Caucasian,Female,25 - 45
2584,1.0,0,African-American,Male,Less than 25
2586,0.0,0,Caucasian,Male,25 - 45
2588,0.0,0,Hispanic,Male,25 - 45
2589,0.0,0,Hispanic,Female,25 - 45
2591,1.0,1,African-American,Male,Less than 25
2592,0.0,1,Caucasian,Male,25 - 45
2593,1.0,0,African-American,Female,25 - 45
2594,0.0,0,African-American,Male,Greater than 45
2595,0.0,0,Hispanic,Female,Greater than 45
2599,0.0,0,Native American,Female,Greater than 45
2602,0.0,0,African-American,Male,Greater than 45
2604,1.0,1,African-American,Male,25 - 45
2605,1.0,0,Hispanic,Male,Greater than 45
2606,1.0,0,African-American,Male,25 - 45
2607,0.0,0,Caucasian,Female,Greater than 45
2608,0.0,1,African-American,Male,25 - 45
2609,1.0,0,African-American,Male,25 - 45
2610,0.0,0,African-American,Male,Greater than 45
2611,0.0,0,African-American,Female,25 - 45
2612,0.0,0,African-American,Male,25 - 45
2613,0.0,0,Caucasian,Male,Greater than 45
2614,0.0,0,Caucasian,Male,25 - 45
2615,0.0,0,African-American,Male,Greater than 45
2616,1.0,0,Hispanic,Male,Less than 25
2618,1.0,1,African-American,Male,25 - 45
2619,0.0,0,African-American,Male,25 - 45
2620,1.0,1,African-American,Male,25 - 45
2621,1.0,1,Caucasian,Male,25 - 45
2623,0.0,0,African-American,Male,25 - 45
2624,0.0,1,African-American,Male,Greater than 45
2625,0.0,0,Hispanic,Male,Greater than 45
2630,1.0,0,African-American,Male,25 - 45
2632,0.0,0,Caucasian,Male,Greater than 45
2633,1.0,1,African-American,Male,Greater than 45
2634,1.0,1,Caucasian,Male,25 - 45
2637,1.0,1,Caucasian,Male,25 - 45
2638,0.0,0,Caucasian,Male,Less than 25
2639,0.0,0,African-American,Male,25 - 45
2641,0.0,0,Other,Male,25 - 45
2642,1.0,0,Hispanic,Male,Less than 25
2643,0.0,0,Caucasian,Male,25 - 45
2644,0.0,1,Caucasian,Male,25 - 45
2645,1.0,0,Hispanic,Female,Greater than 45
2649,0.0,0,Caucasian,Male,Greater than 45
2650,0.0,0,African-American,Female,25 - 45
2651,0.0,0,African-American,Male,Greater than 45
2652,1.0,0,African-American,Male,25 - 45
2654,1.0,0,African-American,Male,25 - 45
2655,0.0,0,African-American,Male,Less than 25
2656,0.0,0,Caucasian,Male,Greater than 45
2657,0.0,0,African-American,Male,Greater than 45
2658,0.0,0,Caucasian,Male,25 - 45
2661,1.0,1,Caucasian,Female,25 - 45
2662,0.0,0,African-American,Male,Less than 25
2664,1.0,1,African-American,Male,25 - 45
2666,1.0,1,African-American,Female,25 - 45
2667,1.0,0,Caucasian,Male,Less than 25
2668,0.0,0,Caucasian,Female,25 - 45
2669,0.0,0,Caucasian,Male,Greater than 45
2671,1.0,1,African-American,Male,25 - 45
2672,1.0,1,African-American,Male,25 - 45
2673,0.0,0,African-American,Male,Less than 25
2676,0.0,1,Caucasian,Male,25 - 45
2677,1.0,0,Caucasian,Male,Less than 25
2678,0.0,0,African-American,Male,Less than 25
2679,0.0,0,Caucasian,Female,25 - 45
2680,1.0,0,African-American,Male,25 - 45
2681,0.0,0,African-American,Male,25 - 45
2682,0.0,0,African-American,Male,25 - 45
2683,0.0,0,Caucasian,Male,Greater than 45
2685,1.0,0,African-American,Female,Less than 25
2686,1.0,0,African-American,Female,25 - 45
2687,0.0,0,Caucasian,Male,Greater than 45
2688,0.0,1,African-American,Male,25 - 45
2689,0.0,0,African-American,Female,25 - 45
2690,0.0,1,Caucasian,Female,Greater than 45
2691,0.0,0,African-American,Male,Greater than 45
2692,0.0,1,Hispanic,Male,25 - 45
2696,0.0,0,African-American,Male,25 - 45
2697,1.0,0,Hispanic,Male,Greater than 45
2698,0.0,1,Caucasian,Female,Greater than 45
2700,0.0,0,African-American,Male,Less than 25
2703,1.0,0,African-American,Male,Greater than 45
2704,0.0,1,African-American,Male,25 - 45
2706,1.0,0,African-American,Female,25 - 45
2707,1.0,0,Caucasian,Male,25 - 45
2708,1.0,0,African-American,Male,25 - 45
2711,0.0,1,Caucasian,Male,25 - 45
2713,0.0,0,Caucasian,Male,25 - 45
2714,1.0,0,Hispanic,Male,Greater than 45
2716,1.0,1,Caucasian,Male,25 - 45
2718,0.0,1,African-American,Female,25 - 45
2719,0.0,1,African-American,Male,Less than 25
2720,0.0,0,Hispanic,Male,25 - 45
2721,1.0,1,Other,Male,25 - 45
2722,1.0,0,Hispanic,Male,25 - 45
2723,1.0,1,African-American,Male,25 - 45
2724,0.0,1,Caucasian,Male,Greater than 45
2728,0.0,0,Asian,Male,Less than 25
2730,1.0,1,African-American,Male,Less than 25
2731,0.0,0,Hispanic,Male,25 - 45
2732,1.0,1,African-American,Male,Greater than 45
2733,0.0,0,Other,Male,Greater than 45
2735,1.0,1,African-American,Male,25 - 45
2736,0.0,1,Caucasian,Male,25 - 45
2737,1.0,1,African-American,Male,25 - 45
2738,0.0,0,Other,Male,25 - 45
2740,0.0,1,African-American,Male,25 - 45
2742,1.0,1,Caucasian,Female,25 - 45
2745,1.0,0,Caucasian,Male,25 - 45
2746,0.0,1,Caucasian,Male,Greater than 45
2747,1.0,1,Caucasian,Male,Less than 25
2748,0.0,0,Caucasian,Male,25 - 45
2749,1.0,0,African-American,Male,25 - 45
2750,1.0,0,African-American,Male,25 - 45
2751,0.0,0,Hispanic,Female,Greater than 45
2752,1.0,0,Caucasian,Male,Greater than 45
2753,1.0,1,African-American,Male,25 - 45
2754,1.0,0,Caucasian,Female,25 - 45
2758,0.0,0,African-American,Male,25 - 45
2759,1.0,0,Caucasian,Male,25 - 45
2760,1.0,0,African-American,Male,25 - 45
2762,1.0,1,African-American,Male,Less than 25
2764,0.0,0,Caucasian,Male,25 - 45
2765,0.0,0,African-American,Female,25 - 45
2766,1.0,1,African-American,Male,25 - 45
2767,0.0,1,Caucasian,Male,Greater than 45
2770,0.0,0,Other,Female,Less than 25
2771,0.0,0,Caucasian,Male,25 - 45
2772,1.0,1,African-American,Male,Less than 25
2773,1.0,1,African-American,Female,Greater than 45
2775,1.0,1,Caucasian,Male,25 - 45
2776,1.0,0,Caucasian,Male,25 - 45
2777,0.0,0,African-American,Male,25 - 45
2779,0.0,0,Caucasian,Female,Greater than 45
2780,0.0,0,Caucasian,Male,Greater than 45
2782,1.0,1,African-American,Male,25 - 45
2786,0.0,0,African-American,Male,25 - 45
2787,1.0,1,African-American,Female,25 - 45
2788,0.0,0,Caucasian,Male,Greater than 45
2789,0.0,1,Hispanic,Male,Less than 25
2790,0.0,0,Caucasian,Male,25 - 45
2792,1.0,0,African-American,Male,25 - 45
2793,1.0,0,African-American,Male,25 - 45
2794,0.0,1,Caucasian,Male,25 - 45
2797,0.0,1,African-American,Male,25 - 45
2800,1.0,0,African-American,Male,Less than 25
2802,0.0,0,Caucasian,Male,25 - 45
2804,0.0,1,African-American,Male,25 - 45
2805,1.0,0,African-American,Male,Greater than 45
2807,1.0,1,Hispanic,Male,Less than 25
2808,0.0,0,African-American,Male,25 - 45
2809,0.0,0,African-American,Male,Less than 25
2813,1.0,1,African-American,Male,25 - 45
2814,0.0,1,Caucasian,Male,25 - 45
2817,1.0,0,Caucasian,Male,25 - 45
2819,1.0,1,African-American,Male,Less than 25
2820,0.0,0,Caucasian,Male,Greater than 45
2821,0.0,0,Caucasian,Female,25 - 45
2824,1.0,1,Hispanic,Male,Greater than 45
2825,0.0,1,Caucasian,Male,Less than 25
2828,1.0,1,African-American,Female,Less than 25
2829,0.0,0,Hispanic,Male,25 - 45
2830,0.0,0,African-American,Male,Greater than 45
2834,0.0,0,Native American,Male,25 - 45
2835,1.0,1,Caucasian,Male,25 - 45
2836,0.0,1,Asian,Male,Greater than 45
2837,0.0,0,African-American,Female,Greater than 45
2841,1.0,0,Caucasian,Male,Less than 25
2842,0.0,1,African-American,Male,Less than 25
2843,0.0,0,Caucasian,Male,25 - 45
2844,1.0,1,Hispanic,Male,Less than 25
2845,1.0,1,Caucasian,Male,Greater than 45
2846,0.0,1,Caucasian,Male,25 - 45
2848,1.0,1,Caucasian,Male,Less than 25
2851,1.0,0,Other,Male,25 - 45
2852,1.0,0,African-American,Male,25 - 45
2854,1.0,1,African-American,Male,25 - 45
2855,0.0,1,African-American,Female,25 - 45
2856,1.0,0,African-American,Male,25 - 45
2857,1.0,0,African-American,Male,25 - 45
2859,1.0,1,Caucasian,Male,25 - 45
2860,0.0,0,African-American,Male,25 - 45
2862,1.0,1,African-American,Male,25 - 45
2863,0.0,1,Other,Male,Less than 25
2864,0.0,1,African-American,Male,25 - 45
2865,0.0,1,African-American,Male,Less than 25
2867,0.0,0,Caucasian,Male,25 - 45
2868,1.0,0,Caucasian,Male,Less than 25
2869,0.0,0,Hispanic,Male,25 - 45
2870,1.0,1,African-American,Male,Less than 25
2871,1.0,1,African-American,Male,Less than 25
2873,1.0,1,Caucasian,Male,25 - 45
2874,0.0,1,African-American,Male,25 - 45
2875,1.0,1,African-American,Male,25 - 45
2876,1.0,1,African-American,Female,Less than 25
2879,0.0,0,Caucasian,Male,25 - 45
2880,0.0,0,Caucasian,Male,Greater than 45
2882,1.0,1,Caucasian,Male,25 - 45
2883,1.0,1,African-American,Male,25 - 45
2885,1.0,1,African-American,Male,25 - 45
2886,1.0,1,African-American,Male,25 - 45
2887,0.0,0,African-American,Male,25 - 45
2890,1.0,1,African-American,Female,Greater than 45
2891,1.0,1,Hispanic,Male,Less than 25
2892,0.0,0,African-American,Male,Greater than 45
2893,1.0,0,African-American,Male,25 - 45
2896,0.0,1,African-American,Male,25 - 45
2897,1.0,1,Caucasian,Male,25 - 45
2898,0.0,0,Caucasian,Female,25 - 45
2899,1.0,1,Caucasian,Male,25 - 45
2900,1.0,0,African-American,Male,Less than 25
2901,1.0,1,African-American,Male,25 - 45
2902,0.0,0,Caucasian,Male,25 - 45
2903,0.0,1,African-American,Male,25 - 45
2907,1.0,1,African-American,Male,Less than 25
2908,1.0,0,African-American,Male,Less than 25
2910,0.0,0,Caucasian,Male,25 - 45
2911,0.0,1,African-American,Male,25 - 45
2913,1.0,0,African-American,Male,25 - 45
2914,1.0,0,African-American,Male,25 - 45
2915,0.0,1,Caucasian,Male,25 - 45
2917,0.0,0,Caucasian,Male,25 - 45
2918,1.0,1,Hispanic,Female,25 - 45
2922,1.0,0,African-American,Male,Greater than 45
2923,0.0,0,Other,Male,25 - 45
2925,0.0,0,Hispanic,Male,Greater than 45
2926,0.0,1,African-American,Male,Less than 25
2927,1.0,1,African-American,Male,25 - 45
2928,0.0,0,African-American,Male,25 - 45
2929,0.0,0,Caucasian,Male,Less than 25
2930,1.0,1,African-American,Male,25 - 45
2931,0.0,0,African-American,Male,25 - 45
2932,0.0,0,African-American,Male,25 - 45
2933,1.0,1,African-American,Male,25 - 45
2934,0.0,1,African-American,Male,25 - 45
2935,0.0,0,Caucasian,Male,Greater than 45
2936,0.0,0,African-American,Male,25 - 45
2937,1.0,1,Caucasian,Male,Less than 25
2938,0.0,0,African-American,Male,25 - 45
2939,1.0,0,African-American,Female,Less than 25
2943,0.0,0,Caucasian,Male,25 - 45
2946,0.0,0,Caucasian,Male,25 - 45
2949,0.0,1,Caucasian,Male,Greater than 45
2951,0.0,0,African-American,Male,25 - 45
2952,0.0,0,African-American,Male,Less than 25
2954,0.0,0,Caucasian,Male,Less than 25
2955,0.0,0,African-American,Male,25 - 45
2956,1.0,0,Caucasian,Male,Greater than 45
2959,1.0,0,African-American,Male,25 - 45
2961,1.0,1,African-American,Male,25 - 45
2962,0.0,0,African-American,Male,25 - 45
2963,0.0,0,Caucasian,Male,25 - 45
2964,0.0,1,Caucasian,Male,Less than 25
2965,1.0,0,Hispanic,Male,25 - 45
2968,0.0,1,African-American,Male,25 - 45
2969,0.0,1,Caucasian,Male,Greater than 45
2970,0.0,0,Native American,Male,25 - 45
2972,0.0,0,African-American,Male,Greater than 45
2973,0.0,1,Other,Female,Less than 25
2974,1.0,1,African-American,Male,Greater than 45
2976,1.0,0,African-American,Male,25 - 45
2977,1.0,0,African-American,Female,Greater than 45
2979,1.0,0,African-American,Male,25 - 45
2982,1.0,1,African-American,Male,Greater than 45
2983,0.0,0,Caucasian,Female,25 - 45
2984,0.0,0,African-American,Male,Greater than 45
2985,0.0,1,Caucasian,Male,Greater than 45
2988,0.0,0,Caucasian,Male,Greater than 45
2990,0.0,0,Caucasian,Male,Greater than 45
2991,0.0,1,African-American,Male,Greater than 45
2992,0.0,0,African-American,Female,25 - 45
2993,1.0,1,Hispanic,Male,Less than 25
2995,1.0,0,African-American,Male,Greater than 45
2996,0.0,0,Other,Male,Less than 25
2997,1.0,1,African-American,Male,25 - 45
2998,0.0,0,Hispanic,Female,Less than 25
3003,0.0,0,African-American,Male,25 - 45
3004,1.0,1,African-American,Male,25 - 45
3005,1.0,0,African-American,Male,Less than 25
3008,0.0,1,Caucasian,Male,25 - 45
3009,0.0,0,Hispanic,Male,Greater than 45
3010,0.0,0,Caucasian,Male,Greater than 45
3014,1.0,1,African-American,Male,Less than 25
3015,0.0,1,Caucasian,Male,Greater than 45
3019,0.0,1,Caucasian,Male,Greater than 45
3020,1.0,0,African-American,Male,Greater than 45
3021,1.0,1,African-American,Female,25 - 45
3022,1.0,0,African-American,Male,25 - 45
3023,1.0,1,African-American,Male,25 - 45
3025,1.0,0,African-American,Male,25 - 45
3027,0.0,1,African-American,Male,Greater than 45
3029,1.0,1,African-American,Male,25 - 45
3030,0.0,0,African-American,Male,25 - 45
3031,1.0,1,Caucasian,Male,25 - 45
3032,0.0,0,African-American,Male,25 - 45
3033,1.0,0,Other,Male,25 - 45
3034,0.0,0,African-American,Female,25 - 45
3035,0.0,0,Caucasian,Male,25 - 45
3036,0.0,0,African-American,Female,25 - 45
3037,1.0,0,Hispanic,Male,Less than 25
3038,0.0,0,Caucasian,Female,Greater than 45
3039,0.0,1,Caucasian,Male,25 - 45
3040,0.0,0,African-American,Male,Greater than 45
3041,0.0,1,Caucasian,Male,25 - 45
3042,0.0,0,African-American,Female,25 - 45
3043,1.0,0,African-American,Male,25 - 45
3046,0.0,0,African-American,Male,25 - 45
3051,0.0,0,African-American,Male,Greater than 45
3053,0.0,0,African-American,Male,25 - 45
3055,0.0,0,African-American,Male,Greater than 45
3056,0.0,0,African-American,Male,25 - 45
3057,1.0,1,African-American,Male,25 - 45
3058,1.0,0,African-American,Male,25 - 45
3064,0.0,0,Caucasian,Male,25 - 45
3066,0.0,0,African-American,Female,25 - 45
3067,1.0,1,African-American,Male,25 - 45
3068,1.0,0,African-American,Male,25 - 45
3069,0.0,0,Caucasian,Male,25 - 45
3071,0.0,1,African-American,Female,25 - 45
3074,0.0,0,Caucasian,Male,25 - 45
3075,0.0,0,Caucasian,Male,Greater than 45
3078,0.0,0,Caucasian,Female,25 - 45
3081,0.0,0,African-American,Male,25 - 45
3084,0.0,0,African-American,Female,Greater than 45
3085,1.0,0,African-American,Male,Less than 25
3086,1.0,1,Hispanic,Male,25 - 45
3087,1.0,1,African-American,Male,25 - 45
3089,0.0,0,African-American,Female,Less than 25
3090,1.0,0,African-American,Male,25 - 45
3093,1.0,0,Caucasian,Female,Less than 25
3094,1.0,1,African-American,Male,25 - 45
3096,0.0,0,African-American,Male,Greater than 45
3101,0.0,0,African-American,Male,25 - 45
3104,0.0,0,Other,Female,25 - 45
3107,0.0,0,Caucasian,Male,Greater than 45
3110,0.0,1,Caucasian,Male,Less than 25
3111,1.0,0,African-American,Male,25 - 45
3112,1.0,0,African-American,Male,25 - 45
3113,0.0,1,Hispanic,Male,25 - 45
3114,1.0,1,Asian,Male,25 - 45
3115,0.0,0,African-American,Female,25 - 45
3116,1.0,1,African-American,Male,Less than 25
3117,1.0,1,African-American,Male,Less than 25
3118,0.0,0,African-American,Male,25 - 45
3120,0.0,1,Hispanic,Male,Less than 25
3122,0.0,0,Caucasian,Male,Greater than 45
3129,0.0,0,African-American,Male,Greater than 45
3130,1.0,0,African-American,Male,25 - 45
3131,1.0,1,Hispanic,Male,25 - 45
3132,0.0,1,Hispanic,Male,25 - 45
3134,0.0,1,African-American,Male,Less than 25
3135,1.0,0,African-American,Male,25 - 45
3136,0.0,0,Caucasian,Female,25 - 45
3137,1.0,0,Caucasian,Male,Greater than 45
3138,1.0,1,African-American,Male,25 - 45
3139,1.0,0,Hispanic,Male,25 - 45
3143,1.0,1,Caucasian,Male,25 - 45
3144,1.0,1,African-American,Male,Greater than 45
3145,1.0,1,African-American,Male,25 - 45
3146,0.0,1,Hispanic,Male,25 - 45
3152,1.0,0,Caucasian,Female,25 - 45
3153,0.0,0,Caucasian,Male,25 - 45
3154,1.0,0,Other,Male,25 - 45
3155,0.0,1,Other,Male,25 - 45
3156,0.0,0,Caucasian,Male,Greater than 45
3157,0.0,0,Caucasian,Male,Less than 25
3158,1.0,0,African-American,Male,25 - 45
3159,0.0,0,Caucasian,Male,25 - 45
3160,1.0,1,African-American,Male,Less than 25
