entity_id,label_value,score,education,gender,race
8573,1,0.0,Bachelors,Male,White
15608,1,1.0,Bachelors,Female,White
22742,0,1.0,HS-grad,Male,White
20117,0,1.0,HS-grad,Female,White
26522,0,1.0,HS-grad,Female,White
6496,0,1.0,HS-grad,Female,White
17291,0,1.0,HS-grad,Male,White
19934,0,1.0,Some-college,Female,Other
32306,0,1.0,1st-4th,Male,White
28871,0,1.0,5th-6th,Male,White
28826,0,1.0,Some-college,Female,Black
23136,0,1.0,Some-college,Female,White
9215,0,0.0,Bachelors,Male,Asian-Pac-Islander
31368,1,1.0,Some-college,Male,Other
155,0,1.0,HS-grad,Male,White
4411,1,0.0,Masters,Male,White
14782,0,1.0,HS-grad,Female,White
8463,1,1.0,HS-grad,Male,White
20056,0,1.0,HS-grad,Male,White
15156,0,1.0,Some-college,Female,White
2200,0,0.0,Assoc-voc,Male,White
29940,0,1.0,11th,Female,White
23640,0,1.0,HS-grad,Male,Black
29649,0,0.0,Assoc-voc,Male,White
24797,0,1.0,7th-8th,Male,White
627,0,1.0,HS-grad,Male,White
19320,0,1.0,10th,Female,White
459,0,1.0,Some-college,Male,White
28925,1,1.0,HS-grad,Male,Asian-Pac-Islander
22998,0,1.0,Some-college,Male,White
11674,1,0.0,Masters,Male,White
30029,0,1.0,HS-grad,Male,White
17105,0,1.0,10th,Male,White
4427,0,1.0,HS-grad,Female,White
31950,1,0.0,Bachelors,Male,White
8564,0,1.0,HS-grad,Male,White
7152,0,1.0,Some-college,Male,White
3903,0,1.0,HS-grad,Male,White
11301,1,0.0,HS-grad,Male,White
8602,0,1.0,HS-grad,Male,White
31978,1,1.0,HS-grad,Male,White
1136,1,1.0,Masters,Male,White
23493,0,1.0,HS-grad,Male,White
5931,1,1.0,Some-college,Female,White
17334,0,1.0,10th,Male,White
20131,0,1.0,Bachelors,Female,White
2226,0,1.0,HS-grad,Female,White
27834,0,1.0,Some-college,Male,White
2114,0,1.0,Bachelors,Male,White
18471,0,1.0,Some-college,Male,White
8075,0,1.0,Masters,Male,Asian-Pac-Islander
12258,1,0.0,HS-grad,Male,White
31105,0,1.0,Some-college,Male,White
4394,0,1.0,HS-grad,Male,White
8457,0,1.0,Bachelors,Male,White
4941,1,1.0,HS-grad,Male,White
315,0,1.0,Some-college,Male,White
20290,1,0.0,HS-grad,Male,Black
13039,1,1.0,HS-grad,Male,White
6298,0,1.0,HS-grad,Female,White
31079,0,1.0,Bachelors,Male,Asian-Pac-Islander
7437,0,1.0,HS-grad,Male,White
28131,0,1.0,HS-grad,Male,White
16419,0,1.0,HS-grad,Male,White
31759,0,1.0,HS-grad,Male,White
29595,0,1.0,Some-college,Female,White
7568,0,1.0,Bachelors,Female,White
13737,0,1.0,HS-grad,Male,White
13363,0,1.0,HS-grad,Male,White
4436,0,1.0,HS-grad,Male,White
13231,0,1.0,Bachelors,Male,White
18201,0,1.0,7th-8th,Female,White
24033,0,1.0,HS-grad,Male,White
21391,0,1.0,HS-grad,Male,White
17955,0,0.0,Bachelors,Male,White
9601,0,0.0,Some-college,Male,White
17599,0,1.0,Bachelors,Female,White
14454,0,1.0,11th,Male,White
9206,0,1.0,7th-8th,Female,White
3230,1,1.0,Bachelors,Female,Black
11074,1,0.0,HS-grad,Male,White
12050,0,1.0,Bachelors,Female,White
14990,1,0.0,Doctorate,Male,White
30537,0,1.0,10th,Male,White
6271,0,1.0,9th,Female,Black
19980,0,1.0,5th-6th,Male,White
27232,1,0.0,Assoc-voc,Male,White
26185,0,0.0,Bachelors,Female,White
3637,0,1.0,Some-college,Female,White
10481,0,1.0,HS-grad,Female,White
16885,0,1.0,Some-college,Male,White
6519,1,0.0,Masters,Male,White
1871,0,1.0,HS-grad,Male,Black
12177,0,1.0,HS-grad,Female,White
15614,0,1.0,Some-college,Male,White
16290,0,1.0,HS-grad,Male,White
28400,0,1.0,HS-grad,Male,White
15794,0,1.0,Some-college,Male,Black
27503,0,1.0,Some-college,Female,White
14330,1,0.0,Doctorate,Male,White
26974,1,1.0,HS-grad,Male,White
20823,1,1.0,Some-college,Male,Black
26237,0,1.0,HS-grad,Male,White
27085,0,1.0,Some-college,Male,White
19995,1,1.0,HS-grad,Male,White
20856,0,1.0,Bachelors,Female,White
22956,0,1.0,Masters,Male,Asian-Pac-Islander
31326,0,0.0,HS-grad,Female,White
1835,0,1.0,HS-grad,Female,White
1843,0,1.0,Assoc-voc,Male,White
787,0,1.0,12th,Male,White
25521,0,1.0,Bachelors,Male,White
14830,1,0.0,HS-grad,Female,White
29828,0,1.0,11th,Male,White
31679,0,1.0,10th,Male,White
29160,0,1.0,HS-grad,Male,White
25175,0,0.0,HS-grad,Male,White
11959,0,1.0,11th,Male,White
17958,0,1.0,HS-grad,Female,White
12502,0,1.0,Some-college,Female,Black
30737,0,1.0,9th,Male,White
2568,0,1.0,HS-grad,Male,White
15557,0,1.0,9th,Female,White
19812,0,1.0,HS-grad,Male,White
5590,0,1.0,HS-grad,Female,White
2626,1,0.0,HS-grad,Male,White
15013,0,1.0,HS-grad,Male,White
25131,0,1.0,9th,Female,White
27304,0,1.0,Some-college,Male,White
2657,0,1.0,Some-college,Female,White
29322,1,1.0,1st-4th,Male,White
21320,1,0.0,HS-grad,Male,White
10259,0,1.0,Some-college,Male,White
10237,1,1.0,HS-grad,Male,White
11846,0,1.0,10th,Male,White
29377,0,1.0,HS-grad,Male,Asian-Pac-Islander
8796,1,0.0,Bachelors,Male,White
4918,0,1.0,HS-grad,Male,White
19078,1,0.0,Bachelors,Female,White
19237,0,1.0,Some-college,Female,White
23455,0,1.0,Bachelors,Male,Asian-Pac-Islander
30344,0,1.0,HS-grad,Male,White
13369,0,1.0,HS-grad,Male,White
3337,1,0.0,Bachelors,Male,White
6648,1,1.0,Masters,Male,White
1592,0,1.0,Some-college,Male,White
31111,1,0.0,Some-college,Male,Black
30496,1,0.0,10th,Male,White
20225,0,1.0,11th,Male,White
7756,0,1.0,11th,Male,Black
2248,0,1.0,Some-college,Male,White
7628,0,1.0,HS-grad,Female,White
30203,1,0.0,Some-college,Male,White
27842,0,1.0,Some-college,Female,White
25360,1,0.0,Doctorate,Male,White
16869,0,1.0,Some-college,Male,White
6962,1,1.0,HS-grad,Male,White
883,1,0.0,Bachelors,Male,White
13072,0,1.0,12th,Male,White
7446,0,1.0,HS-grad,Female,White
31757,0,1.0,Some-college,Female,Asian-Pac-Islander
24589,0,1.0,Some-college,Female,White
5288,0,1.0,HS-grad,Male,White
31052,0,1.0,Masters,Male,White
19811,0,1.0,Some-college,Male,White
26421,0,1.0,Some-college,Male,White
15597,0,1.0,Assoc-acdm,Female,White
21311,1,1.0,HS-grad,Male,White
9323,0,1.0,Bachelors,Male,White
16013,0,1.0,Some-college,Female,Black
9644,0,1.0,Some-college,Female,White
28266,1,0.0,Doctorate,Male,White
11784,1,0.0,Masters,Male,White
14096,1,0.0,Masters,Male,White
13108,0,1.0,HS-grad,Male,White
13247,0,1.0,Some-college,Female,White
6847,0,0.0,HS-grad,Female,White
694,0,1.0,Bachelors,Female,White
26037,1,0.0,HS-grad,Male,White
14478,0,0.0,Doctorate,Male,White
17792,1,0.0,Bachelors,Male,White
25242,0,1.0,Some-college,Male,White
1227,0,1.0,Some-college,Male,White
25282,0,1.0,5th-6th,Male,White
20818,0,1.0,HS-grad,Male,White
11937,0,1.0,5th-6th,Female,White
7925,0,1.0,HS-grad,Male,White
31661,0,1.0,HS-grad,Female,White
2713,1,0.0,Some-college,Female,White
22116,0,1.0,Some-college,Female,White
11273,0,1.0,HS-grad,Male,White
9216,0,1.0,HS-grad,Male,White
21689,0,1.0,Bachelors,Male,White
19897,0,0.0,HS-grad,Female,White
2610,0,1.0,11th,Female,Amer-Indian-Eskimo
29812,0,0.0,Bachelors,Female,White
24918,0,1.0,HS-grad,Female,White
750,1,0.0,Bachelors,Male,White
28428,1,1.0,9th,Male,White
21485,0,1.0,Some-college,Female,Black
9136,0,1.0,Some-college,Male,White
28053,0,1.0,HS-grad,Male,Black
10918,0,1.0,12th,Female,White
25226,1,1.0,HS-grad,Female,White
1877,0,0.0,Bachelors,Male,White
3433,0,1.0,HS-grad,Male,White
17495,0,1.0,HS-grad,Female,White
18692,0,1.0,HS-grad,Female,White
24243,0,1.0,HS-grad,Male,White
10960,1,0.0,HS-grad,Male,White
23194,0,0.0,Doctorate,Male,White
15935,0,1.0,HS-grad,Male,White
1823,0,1.0,Some-college,Male,White
26353,1,1.0,Some-college,Male,White
10871,0,0.0,HS-grad,Male,White
6365,0,1.0,HS-grad,Male,Black
1165,0,1.0,HS-grad,Female,Black
24161,0,0.0,HS-grad,Male,White
26412,0,1.0,HS-grad,Male,White
2347,0,1.0,9th,Male,White
2710,1,0.0,Some-college,Male,White
27977,0,1.0,Some-college,Male,Amer-Indian-Eskimo
12322,1,1.0,Some-college,Female,White
20104,0,1.0,Bachelors,Female,Asian-Pac-Islander
21388,0,1.0,Preschool,Female,White
20457,0,1.0,HS-grad,Male,White
2987,0,1.0,Some-college,Male,White
1446,0,1.0,Some-college,Male,White
27731,0,1.0,HS-grad,Female,White
6709,0,1.0,HS-grad,Female,Black
13670,0,1.0,HS-grad,Male,White
13831,0,1.0,HS-grad,Male,White
16360,0,1.0,Bachelors,Female,White
30177,0,1.0,HS-grad,Female,White
22336,0,1.0,11th,Female,White
13804,0,1.0,Assoc-acdm,Female,White
30894,0,1.0,Some-college,Male,Black
18554,0,1.0,Masters,Female,White
28959,0,1.0,7th-8th,Male,White
25465,1,0.0,Bachelors,Male,White
22189,1,1.0,Bachelors,Male,Black
11445,0,0.0,HS-grad,Male,White
11826,1,0.0,Doctorate,Male,White
2058,0,1.0,HS-grad,Male,White
8681,0,1.0,Some-college,Male,White
15345,1,0.0,Masters,Male,White
10971,0,1.0,1st-4th,Male,White
10702,0,1.0,Assoc-acdm,Male,White
16022,0,1.0,HS-grad,Male,White
27718,0,0.0,Some-college,Male,White
5508,0,1.0,11th,Female,White
29718,1,0.0,Prof-school,Male,White
7292,0,0.0,Bachelors,Male,White
22697,1,0.0,Bachelors,Male,White
26758,0,1.0,Some-college,Male,White
24296,0,1.0,5th-6th,Female,Black
10854,0,1.0,Bachelors,Female,White
20666,0,0.0,Bachelors,Male,White
18091,1,0.0,Some-college,Male,White
28768,0,1.0,HS-grad,Male,White
16924,1,0.0,Bachelors,Male,Asian-Pac-Islander
18518,0,1.0,Some-college,Male,Black
21875,0,1.0,7th-8th,Male,White
13926,0,1.0,HS-grad,Female,White
24103,0,1.0,HS-grad,Male,White
20438,0,1.0,HS-grad,Female,White
22028,0,0.0,Doctorate,Male,Asian-Pac-Islander
19100,0,1.0,HS-grad,Female,White
11695,0,1.0,Some-college,Female,Black
11431,0,0.0,HS-grad,Female,Black
5818,0,1.0,Some-college,Male,White
3325,0,1.0,HS-grad,Female,White
4177,1,0.0,Bachelors,Male,White
7770,0,1.0,Some-college,Male,White
7624,1,0.0,Bachelors,Male,White
15534,0,1.0,HS-grad,Female,White
667,1,1.0,HS-grad,Male,Black
5423,0,1.0,Some-college,Female,Black
26772,0,1.0,10th,Male,White
5088,1,0.0,HS-grad,Male,White
1850,0,1.0,HS-grad,Male,White
22352,0,1.0,HS-grad,Male,White
11177,1,0.0,Assoc-voc,Male,White
31243,1,0.0,Bachelors,Male,Asian-Pac-Islander
10707,0,0.0,Bachelors,Male,White
3222,0,1.0,Some-college,Male,White
1677,0,1.0,Some-college,Male,White
31415,0,0.0,Some-college,Male,Black
11043,0,1.0,Assoc-voc,Female,White
22664,0,1.0,HS-grad,Male,White
19719,0,1.0,HS-grad,Female,White
23241,0,1.0,HS-grad,Male,White
16671,0,1.0,HS-grad,Male,White
19062,1,1.0,HS-grad,Male,White
8873,0,1.0,HS-grad,Female,Asian-Pac-Islander
26916,0,1.0,Some-college,Female,White
24466,0,1.0,HS-grad,Female,White
6625,1,1.0,Some-college,Male,White
15067,0,1.0,Some-college,Female,White
6750,0,0.0,Bachelors,Male,White
6697,1,1.0,HS-grad,Male,White
10066,0,1.0,HS-grad,Female,Black
15919,0,1.0,Some-college,Female,White
12906,1,0.0,Bachelors,Male,White
18932,1,1.0,7th-8th,Male,White
23317,1,0.0,Bachelors,Male,White
15639,0,1.0,Some-college,Male,White
16549,0,1.0,HS-grad,Female,White
15216,0,1.0,HS-grad,Male,White
1261,1,1.0,HS-grad,Male,White
22876,0,1.0,Bachelors,Male,Asian-Pac-Islander
1718,1,1.0,Bachelors,Male,White
31442,1,0.0,Some-college,Female,White
10353,0,1.0,Bachelors,Female,White
27161,1,1.0,HS-grad,Male,White
14451,0,1.0,Some-college,Male,White
24063,1,1.0,10th,Male,White
24992,0,1.0,HS-grad,Male,White
14642,0,1.0,7th-8th,Male,White
25773,0,1.0,HS-grad,Male,White
30466,0,0.0,HS-grad,Male,White
141,0,1.0,Some-college,Female,White
16212,0,1.0,Bachelors,Female,White
19684,0,1.0,10th,Female,White
32085,0,0.0,Some-college,Male,White
27138,0,1.0,Some-college,Female,White
26434,0,1.0,Some-college,Female,White
6097,0,0.0,HS-grad,Male,White
23450,0,1.0,Some-college,Female,White
1320,0,1.0,HS-grad,Female,White
3452,0,1.0,Assoc-acdm,Female,White
20081,0,1.0,Bachelors,Male,White
12806,0,1.0,Bachelors,Female,White
13143,0,1.0,Bachelors,Male,Black
6823,1,0.0,Bachelors,Male,White
10143,0,1.0,10th,Male,White
30620,1,1.0,HS-grad,Male,White
26799,1,0.0,Some-college,Female,White
5984,0,1.0,Bachelors,Female,White
26777,0,1.0,Assoc-voc,Female,Asian-Pac-Islander
9516,1,0.0,HS-grad,Male,White
13605,0,1.0,11th,Male,White
28645,1,0.0,Assoc-voc,Male,White
16763,1,0.0,HS-grad,Male,White
13955,1,0.0,HS-grad,Male,White
26387,0,1.0,HS-grad,Male,White
26831,0,1.0,11th,Male,White
23308,1,0.0,Bachelors,Male,White
23288,0,1.0,HS-grad,Male,White
24119,0,0.0,Bachelors,Male,White
18483,0,1.0,Doctorate,Male,White
5933,0,1.0,Some-college,Male,White
23866,0,1.0,11th,Female,White
30639,1,0.0,Bachelors,Male,White
23285,1,1.0,HS-grad,Male,White
7820,0,1.0,Some-college,Female,White
18290,0,1.0,Some-college,Male,White
24971,0,1.0,HS-grad,Male,White
25467,0,1.0,10th,Male,White
11861,0,1.0,Some-college,Female,White
24130,0,1.0,Some-college,Female,White
2974,0,1.0,11th,Male,Black
3442,1,1.0,Some-college,Male,Black
5047,0,1.0,Some-college,Male,White
12522,1,0.0,Bachelors,Male,Black
21230,0,1.0,HS-grad,Female,White
23369,0,1.0,Prof-school,Male,Black
24302,0,1.0,7th-8th,Male,White
10190,0,1.0,7th-8th,Male,White
10535,1,0.0,Bachelors,Male,White
18085,1,1.0,Bachelors,Male,White
10603,0,1.0,11th,Male,Black
16211,0,1.0,Masters,Male,White
12411,0,1.0,Bachelors,Male,White
7024,0,1.0,HS-grad,Male,White
28710,0,1.0,HS-grad,Male,Black
17783,0,1.0,HS-grad,Male,White
16964,1,0.0,Masters,Female,White
22342,0,1.0,Masters,Female,White
4368,1,1.0,Some-college,Female,White
19644,1,1.0,HS-grad,Male,White
5558,0,1.0,HS-grad,Male,White
27756,0,1.0,Bachelors,Female,White
31095,1,0.0,Bachelors,Male,White
1535,0,1.0,Assoc-acdm,Female,White
6046,0,1.0,HS-grad,Female,White
5720,0,1.0,Bachelors,Female,Black
20690,1,0.0,Bachelors,Male,White
3313,0,1.0,Bachelors,Female,White
9110,0,1.0,Bachelors,Female,White
13422,1,0.0,Bachelors,Male,Asian-Pac-Islander
19561,0,1.0,1st-4th,Male,Asian-Pac-Islander
10217,0,1.0,Some-college,Male,White
10533,1,0.0,Masters,Male,White
14852,0,1.0,Some-college,Female,White
23559,0,1.0,Prof-school,Male,White
4686,0,1.0,Masters,Male,White
25948,1,1.0,Some-college,Female,White
23949,0,1.0,Assoc-voc,Male,White
14033,0,1.0,Assoc-voc,Female,Black
18876,0,1.0,HS-grad,Male,White
25428,0,1.0,HS-grad,Male,White
9988,0,0.0,Bachelors,Male,White
30460,0,1.0,12th,Female,White
29155,0,0.0,Assoc-voc,Male,White
15558,1,0.0,Bachelors,Male,White
10036,0,1.0,Some-college,Male,White
19979,0,1.0,Some-college,Male,White
14915,0,1.0,Assoc-voc,Male,White
4605,0,1.0,HS-grad,Female,White
20494,1,0.0,Bachelors,Male,Asian-Pac-Islander
3071,1,0.0,Some-college,Male,White
22386,0,0.0,HS-grad,Male,White
19373,0,1.0,Assoc-acdm,Male,White
23969,0,1.0,Some-college,Female,White
31293,1,0.0,HS-grad,Male,White
24527,0,1.0,11th,Male,White
7199,1,1.0,HS-grad,Female,White
227,0,1.0,HS-grad,Male,White
26624,1,1.0,Some-college,Female,White
28758,0,1.0,Doctorate,Female,White
21768,1,1.0,Masters,Female,White
9517,0,1.0,Bachelors,Female,White
3885,0,1.0,HS-grad,Female,White
20425,0,1.0,HS-grad,Male,White
23445,0,1.0,HS-grad,Male,White
15193,0,1.0,HS-grad,Female,White
30964,1,0.0,HS-grad,Male,White
1484,1,1.0,Bachelors,Male,Black
24529,0,1.0,9th,Female,White
1485,0,1.0,10th,Male,White
19129,0,1.0,Some-college,Female,White
19927,0,1.0,HS-grad,Male,White
32256,1,1.0,Doctorate,Female,White
16727,0,1.0,Some-college,Male,White
6305,0,1.0,Some-college,Male,White
3154,1,0.0,HS-grad,Male,White
2366,0,1.0,Assoc-voc,Male,White
31155,0,1.0,Some-college,Male,White
21916,0,1.0,HS-grad,Female,White
6611,0,1.0,HS-grad,Female,White
26280,0,1.0,HS-grad,Male,White
10586,0,1.0,Some-college,Female,White
20554,0,1.0,Some-college,Male,White
5109,0,1.0,Bachelors,Male,White
8915,0,1.0,HS-grad,Female,Black
22115,0,1.0,HS-grad,Female,White
15646,0,1.0,HS-grad,Female,Black
30916,0,1.0,Some-college,Female,White
5081,0,1.0,HS-grad,Male,Asian-Pac-Islander
25937,0,1.0,Prof-school,Female,White
19463,0,0.0,HS-grad,Male,White
23470,0,1.0,7th-8th,Male,White
16654,0,1.0,Some-college,Male,White
5307,0,1.0,Assoc-voc,Female,White
10756,0,1.0,10th,Male,Black
2614,1,1.0,Bachelors,Male,White
2186,0,1.0,Masters,Male,White
31639,1,1.0,HS-grad,Male,White
11432,0,1.0,Some-college,Male,White
16528,0,1.0,HS-grad,Female,Asian-Pac-Islander
2562,0,1.0,HS-grad,Male,White
678,0,1.0,HS-grad,Male,White
11832,0,1.0,HS-grad,Female,White
4786,0,1.0,HS-grad,Male,Asian-Pac-Islander
25416,1,1.0,HS-grad,Male,White
25139,1,0.0,Assoc-voc,Male,White
18055,0,1.0,HS-grad,Male,Asian-Pac-Islander
1493,1,0.0,HS-grad,Male,White
1438,0,1.0,Masters,Female,White
27436,0,1.0,Bachelors,Female,White
30682,0,1.0,HS-grad,Male,White
26456,0,1.0,HS-grad,Male,White
928,0,1.0,Some-college,Female,White
7257,0,1.0,HS-grad,Male,White
20328,0,1.0,Bachelors,Female,White
29308,0,1.0,Masters,Female,White
16719,1,0.0,Masters,Male,White
4408,0,1.0,HS-grad,Male,White
22555,1,0.0,Prof-school,Male,White
9017,1,1.0,Some-college,Female,Asian-Pac-Islander
18737,0,1.0,HS-grad,Male,White
23358,1,1.0,Bachelors,Male,White
19224,0,1.0,5th-6th,Male,White
14697,0,1.0,Some-college,Male,White
13020,0,1.0,10th,Female,White
14103,0,1.0,Some-college,Male,Black
10331,1,0.0,Bachelors,Male,White
18335,0,1.0,Some-college,Male,White
1259,0,1.0,Some-college,Male,White
11955,1,0.0,HS-grad,Male,White
27920,0,1.0,Bachelors,Female,White
17110,1,0.0,Bachelors,Male,Asian-Pac-Islander
7765,0,1.0,Bachelors,Male,White
6509,0,1.0,11th,Male,White
14286,0,1.0,HS-grad,Female,White
13442,0,1.0,Some-college,Male,White
24038,1,1.0,Assoc-acdm,Male,White
19114,0,1.0,HS-grad,Female,White
4742,1,0.0,Masters,Male,White
7849,0,1.0,Some-college,Female,White
10817,0,1.0,Some-college,Male,White
14914,0,1.0,Bachelors,Female,White
2771,0,1.0,Bachelors,Female,White
13631,1,0.0,Masters,Male,White
26631,0,1.0,HS-grad,Male,White
23755,0,1.0,10th,Male,White
21668,1,1.0,12th,Male,Black
21569,1,0.0,Masters,Male,White
21412,0,1.0,11th,Male,White
24382,0,1.0,HS-grad,Male,White
15106,0,1.0,7th-8th,Male,Black
32515,0,1.0,10th,Male,White
17998,0,1.0,HS-grad,Male,White
10395,0,1.0,Masters,Male,White
28091,0,1.0,HS-grad,Male,White
27444,0,1.0,7th-8th,Male,White
16366,0,1.0,Assoc-voc,Female,White
26608,0,1.0,HS-grad,Female,White
14247,0,1.0,Bachelors,Male,White
7174,0,1.0,Bachelors,Female,White
22777,0,1.0,HS-grad,Female,Black
29633,0,1.0,Assoc-voc,Male,Asian-Pac-Islander
23728,0,1.0,Assoc-acdm,Male,White
15888,0,1.0,11th,Female,Black
11945,0,1.0,HS-grad,Female,White
11192,1,0.0,HS-grad,Male,White
1582,0,1.0,Bachelors,Male,White
22988,0,1.0,Bachelors,Female,White
1188,0,1.0,Bachelors,Female,White
17453,0,1.0,10th,Male,White
8219,0,1.0,HS-grad,Female,Black
2237,1,0.0,Bachelors,Male,White
12283,0,1.0,HS-grad,Male,White
364,0,1.0,HS-grad,Male,White
6837,0,1.0,12th,Male,White
156,0,1.0,Bachelors,Male,White
24448,0,1.0,HS-grad,Female,White
453,1,0.0,Assoc-acdm,Male,Black
15184,0,1.0,HS-grad,Male,White
14493,0,1.0,Assoc-voc,Female,White
6357,0,1.0,HS-grad,Male,White
269,1,1.0,HS-grad,Female,White
12162,1,1.0,HS-grad,Female,White
20687,0,1.0,HS-grad,Male,White
30612,0,1.0,HS-grad,Male,White
3692,1,0.0,HS-grad,Male,White
7346,0,1.0,HS-grad,Male,White
15962,0,1.0,HS-grad,Male,White
8425,0,0.0,HS-grad,Male,White
12236,0,1.0,HS-grad,Female,White
25702,0,1.0,HS-grad,Female,White
22443,1,1.0,HS-grad,Male,White
1425,0,1.0,11th,Male,Amer-Indian-Eskimo
31815,1,0.0,Doctorate,Male,White
31039,0,1.0,10th,Female,White
18867,0,1.0,10th,Male,White
1368,1,0.0,HS-grad,Male,Asian-Pac-Islander
27644,1,0.0,Masters,Male,Black
88,0,1.0,9th,Male,White
13779,1,0.0,Bachelors,Male,White
25288,1,0.0,Masters,Male,White
17796,1,1.0,Some-college,Male,White
19893,1,1.0,HS-grad,Male,White
28602,0,1.0,Bachelors,Female,White
25163,1,0.0,Masters,Male,White
3229,0,1.0,7th-8th,Male,White
8786,0,1.0,HS-grad,Female,White
681,1,1.0,Assoc-voc,Male,White
26351,0,1.0,Some-college,Male,White
5718,0,1.0,Some-college,Male,White
31590,0,1.0,HS-grad,Female,White
29360,0,1.0,HS-grad,Female,White
10269,1,0.0,Prof-school,Male,Amer-Indian-Eskimo
18197,0,1.0,HS-grad,Male,Black
22312,0,1.0,11th,Male,White
26042,0,0.0,Prof-school,Male,White
10552,0,1.0,Bachelors,Male,White
11825,0,1.0,Some-college,Male,White
20942,0,1.0,Some-college,Female,Black
23326,0,1.0,Some-college,Female,White
25630,0,1.0,9th,Male,White
20179,0,1.0,7th-8th,Male,White
29192,1,0.0,Some-college,Male,White
28482,0,1.0,Bachelors,Male,White
31616,0,1.0,HS-grad,Male,Other
8723,0,1.0,12th,Male,White
18326,0,0.0,Some-college,Male,White
23275,0,1.0,Assoc-acdm,Male,White
8244,0,1.0,10th,Male,White
7992,0,1.0,Assoc-voc,Male,White
30434,0,1.0,Bachelors,Male,White
23217,0,1.0,HS-grad,Female,White
5912,0,1.0,HS-grad,Male,White
11244,0,1.0,HS-grad,Female,White
4118,0,1.0,Bachelors,Male,White
13476,0,1.0,Assoc-acdm,Male,Asian-Pac-Islander
477,0,1.0,Some-college,Male,White
13753,0,1.0,Some-college,Female,Black
17163,1,1.0,HS-grad,Male,Asian-Pac-Islander
11417,0,1.0,Some-college,Male,White
4479,1,1.0,Prof-school,Male,White
17197,1,1.0,HS-grad,Male,White
4974,1,0.0,Prof-school,Male,White
10370,0,0.0,Some-college,Male,White
28491,0,1.0,HS-grad,Male,White
21742,1,1.0,HS-grad,Male,White
23978,0,1.0,HS-grad,Female,White
2030,1,1.0,Assoc-acdm,Female,White
4410,0,1.0,HS-grad,Male,White
28134,1,1.0,Bachelors,Male,Black
30394,0,1.0,HS-grad,Male,White
9461,0,1.0,Some-college,Male,White
25402,0,1.0,Some-college,Male,White
532,0,1.0,HS-grad,Male,Black
13166,1,0.0,Masters,Male,White
719,1,0.0,Bachelors,Male,White
31338,1,1.0,Bachelors,Male,White
1003,0,1.0,Bachelors,Female,White
10714,0,1.0,1st-4th,Female,White
4150,0,1.0,HS-grad,Male,White
1034,0,1.0,7th-8th,Male,White
29688,1,1.0,HS-grad,Male,White
290,0,0.0,Bachelors,Male,White
4669,1,1.0,Bachelors,Male,White
778,1,0.0,Bachelors,Male,White
1556,0,1.0,Bachelors,Male,White
16729,1,0.0,Bachelors,Male,Asian-Pac-Islander
27757,1,0.0,Prof-school,Male,White
28252,0,1.0,11th,Female,Black
17982,0,1.0,HS-grad,Female,White
9768,0,1.0,Some-college,Female,White
25665,0,1.0,HS-grad,Male,White
15542,0,1.0,10th,Male,White
30562,0,1.0,Bachelors,Female,White
5194,1,1.0,HS-grad,Male,White
8472,0,1.0,Bachelors,Male,White
11555,1,1.0,Bachelors,Male,White
11165,0,1.0,Some-college,Male,White
25311,1,0.0,Prof-school,Male,White
28843,0,1.0,HS-grad,Female,White
27371,1,0.0,Prof-school,Male,White
16088,0,1.0,Some-college,Male,White
18089,0,1.0,Some-college,Male,White
11587,1,0.0,Some-college,Male,White
16373,0,1.0,Assoc-acdm,Female,White
16016,0,1.0,HS-grad,Male,White
9008,1,0.0,Bachelors,Male,White
4815,0,0.0,Assoc-acdm,Female,White
10536,0,1.0,HS-grad,Female,White
13129,0,1.0,10th,Female,White
12920,1,1.0,Some-college,Male,White
16268,1,0.0,Prof-school,Male,White
23516,0,1.0,HS-grad,Female,White
5588,1,0.0,Prof-school,Male,White
31464,0,1.0,Assoc-acdm,Male,White
8015,1,1.0,HS-grad,Male,White
20545,1,0.0,Prof-school,Male,White
5872,0,1.0,7th-8th,Female,Black
4351,1,1.0,HS-grad,Male,White
14369,0,1.0,HS-grad,Male,White
29571,0,1.0,11th,Male,White
17924,0,0.0,Masters,Male,White
3406,0,1.0,Assoc-voc,Male,Amer-Indian-Eskimo
5239,0,1.0,Some-college,Female,White
3235,0,1.0,7th-8th,Male,White
8226,1,0.0,Bachelors,Male,White
9666,0,1.0,HS-grad,Female,White
31517,0,1.0,Bachelors,Male,White
18411,0,1.0,Bachelors,Male,White
24633,0,1.0,Assoc-voc,Male,White
24868,0,1.0,Prof-school,Male,White
15136,0,1.0,Bachelors,Male,White
18452,1,1.0,Bachelors,Male,Black
8364,0,1.0,HS-grad,Female,White
2178,1,1.0,Assoc-acdm,Male,White
24056,0,1.0,Bachelors,Male,Asian-Pac-Islander
8041,0,1.0,Some-college,Female,White
28740,1,1.0,HS-grad,Male,White
7422,0,1.0,HS-grad,Male,White
6096,0,1.0,HS-grad,Male,White
2020,0,1.0,Assoc-acdm,Female,White
16245,0,1.0,Assoc-acdm,Male,White
1140,0,1.0,Some-college,Female,White
3225,1,0.0,Bachelors,Male,White
22405,0,1.0,Some-college,Female,Asian-Pac-Islander
2732,0,1.0,Some-college,Male,White
2939,0,1.0,Some-college,Male,White
25136,0,1.0,Some-college,Male,White
22466,0,0.0,HS-grad,Male,White
18583,0,1.0,Bachelors,Male,White
10897,0,1.0,11th,Male,White
