entity_id,gender,race,education,label_value,score
2354,29728,Male,Asian-Pac-Islander,Bachelors,0,0.0
2355,24079,Female,White,HS-grad,0,1.0
2356,8737,Male,White,Assoc-acdm,1,1.0
2357,27037,Male,White,HS-grad,1,1.0
2358,15,Male,Amer-Indian-Eskimo,7th-8th,0,1.0
2359,28851,Male,White,Masters,1,0.0
2360,21483,Female,Black,HS-grad,0,1.0
2361,18495,Male,White,Assoc-voc,0,0.0
2362,31422,Female,White,Some-college,0,1.0
2363,25564,Female,White,12th,0,1.0
2364,9904,Male,White,HS-grad,0,1.0
2365,3455,Male,White,Some-college,0,1.0
2366,645,Male,White,Doctorate,1,0.0
2367,8638,Male,White,HS-grad,0,1.0
2368,26110,Male,White,Prof-school,1,0.0
2369,5807,Male,Black,12th,0,1.0
2370,30342,Male,White,Bachelors,1,0.0
2371,30944,Male,White,Some-college,0,1.0
2372,8354,Male,White,10th,0,1.0
2373,5220,Male,White,Bachelors,1,0.0
2374,312,Female,Black,Some-college,0,1.0
2375,17375,Male,White,HS-grad,0,1.0
2376,24159,Male,White,HS-grad,0,1.0
2377,16244,Male,White,HS-grad,0,1.0
2378,23580,Male,White,Bachelors,0,1.0
2379,4033,Male,Black,Assoc-acdm,0,1.0
2380,9989,Male,White,9th,0,1.0
2381,12096,Female,White,7th-8th,0,1.0
2382,17082,Female,White,HS-grad,0,1.0
2383,4004,Female,White,Prof-school,1,1.0
2384,19073,Male,Amer-Indian-Eskimo,7th-8th,0,1.0
2385,8473,Male,White,Some-college,0,1.0
2386,26056,Male,Black,Bachelors,0,1.0
2387,12571,Female,White,Assoc-voc,0,1.0
2388,17774,Female,Black,HS-grad,0,1.0
2389,28084,Female,Black,HS-grad,0,1.0
2390,4750,Male,White,Some-college,1,1.0
2391,5973,Female,White,HS-grad,0,1.0
2392,10342,Male,White,Bachelors,1,1.0
2393,29405,Female,White,HS-grad,0,1.0
2394,28263,Male,White,11th,0,1.0
2395,32088,Female,Asian-Pac-Islander,HS-grad,0,1.0
2396,24966,Female,Black,9th,0,1.0
2397,4666,Male,Amer-Indian-Eskimo,HS-grad,0,1.0
2398,28288,Male,White,Masters,1,0.0
2399,5235,Female,White,11th,0,1.0
2400,9424,Female,Black,Some-college,0,1.0
2401,16057,Male,White,Some-college,0,1.0
2402,17118,Male,White,Some-college,0,1.0
2403,11380,Female,White,Some-college,0,1.0
2404,13612,Female,White,HS-grad,0,1.0
2405,1940,Male,White,Some-college,0,0.0
2406,24941,Female,White,HS-grad,0,1.0
2407,26992,Male,White,Some-college,0,1.0
2408,26725,Female,White,Some-college,1,0.0
2409,11689,Male,White,HS-grad,0,1.0
2410,8408,Female,White,Bachelors,0,1.0
2411,28970,Female,White,Masters,1,0.0
2412,3548,Female,Black,HS-grad,0,1.0
2413,22098,Male,White,Bachelors,0,0.0
2414,9946,Female,White,Bachelors,1,1.0
2415,10651,Male,White,HS-grad,0,1.0
2416,27743,Female,White,Bachelors,0,1.0
2417,31603,Male,White,Some-college,0,1.0
2418,29407,Male,Black,HS-grad,1,0.0
2419,25957,Female,White,HS-grad,0,1.0
2420,25627,Male,White,HS-grad,1,1.0
2421,30508,Female,Black,HS-grad,0,1.0
2422,12830,Male,White,Masters,0,1.0
2423,20227,Female,White,Masters,0,1.0
2424,28656,Male,White,HS-grad,0,0.0
2425,13102,Male,White,HS-grad,0,1.0
2426,26334,Male,White,HS-grad,0,1.0
2427,30851,Male,White,HS-grad,0,1.0
2428,25611,Male,White,Prof-school,1,0.0
2429,13843,Male,Asian-Pac-Islander,HS-grad,0,1.0
2430,30982,Male,White,Assoc-voc,1,1.0
2431,7654,Male,White,Bachelors,0,0.0
2432,321,Male,White,Some-college,0,1.0
2433,28334,Male,White,Some-college,0,1.0
2434,25576,Male,White,Bachelors,1,1.0
2435,16219,Male,White,HS-grad,0,1.0
2436,4412,Female,White,Assoc-acdm,0,1.0
2437,581,Male,White,HS-grad,1,1.0
2438,14291,Female,Black,HS-grad,0,1.0
2439,19469,Female,White,HS-grad,0,1.0
2440,10449,Male,White,10th,0,1.0
2441,24650,Male,White,12th,0,1.0
2442,13958,Female,White,Some-college,0,1.0
2443,12608,Female,Black,9th,0,1.0
2444,31923,Male,White,Some-college,0,1.0
2445,15382,Male,White,Masters,1,0.0
2446,2592,Male,White,HS-grad,0,1.0
2447,3649,Male,White,Some-college,0,1.0
2448,30092,Male,White,10th,0,1.0
2449,23702,Male,White,Some-college,0,1.0
2450,24759,Male,White,7th-8th,0,0.0
2451,28979,Male,White,HS-grad,1,1.0
2452,9044,Male,White,Assoc-voc,0,1.0
2453,31510,Male,White,Bachelors,1,0.0
2454,664,Female,White,Some-college,0,1.0
2455,22652,Female,Asian-Pac-Islander,Some-college,0,1.0
2456,15283,Male,White,Bachelors,0,1.0
2457,1724,Female,White,HS-grad,0,1.0
2458,25679,Male,Black,HS-grad,0,1.0
2459,21759,Female,White,HS-grad,0,1.0
2460,24205,Female,White,Bachelors,0,1.0
2461,7125,Female,White,Assoc-voc,0,1.0
2462,12670,Male,Other,7th-8th,0,1.0
2463,29166,Female,White,HS-grad,0,1.0
2464,28548,Female,White,HS-grad,0,1.0
2465,31116,Female,White,9th,0,1.0
2466,21034,Male,White,Some-college,0,0.0
2467,22284,Male,White,Doctorate,1,0.0
2468,9706,Female,White,Bachelors,0,1.0
2469,20151,Male,White,Some-college,0,1.0
2470,12226,Male,White,HS-grad,0,1.0
2471,958,Male,White,Bachelors,1,0.0
2472,21255,Male,White,Masters,1,0.0
2473,19421,Male,Black,HS-grad,0,1.0
2474,23888,Female,White,11th,0,1.0
2475,19380,Male,White,10th,0,1.0
2476,1791,Male,White,Assoc-acdm,0,1.0
2477,28228,Male,White,Some-college,0,1.0
2478,31823,Female,Black,Some-college,0,0.0
2479,4881,Male,White,Bachelors,0,1.0
2480,5205,Male,White,Bachelors,0,1.0
2481,8765,Male,White,Some-college,0,1.0
2482,18997,Female,White,HS-grad,0,1.0
2483,31201,Female,White,Some-college,0,1.0
2484,2504,Male,White,7th-8th,0,1.0
2485,9012,Female,White,Some-college,0,1.0
2486,15841,Female,White,HS-grad,0,1.0
2487,22256,Female,White,Some-college,0,1.0
2488,25171,Male,White,10th,0,1.0
2489,9134,Male,White,HS-grad,1,1.0
2490,12100,Male,White,HS-grad,0,0.0
2491,13610,Male,White,HS-grad,1,0.0
2492,23535,Male,White,Bachelors,1,1.0
2493,32224,Female,White,Preschool,0,1.0
2494,24726,Female,White,HS-grad,0,1.0
2495,27192,Female,White,Some-college,1,0.0
2496,3106,Male,White,Bachelors,1,0.0
2497,8503,Male,White,Prof-school,0,0.0
2498,27715,Male,White,Some-college,0,1.0
2499,13392,Male,White,10th,0,1.0
2500,1278,Male,White,HS-grad,0,1.0
2501,6037,Male,White,7th-8th,0,1.0
2502,20635,Male,White,Bachelors,0,1.0
2503,7237,Female,White,Some-college,0,1.0
2504,11688,Female,White,HS-grad,0,1.0
2505,17041,Male,White,HS-grad,0,1.0
2506,3850,Male,White,Assoc-voc,1,0.0
2507,9127,Male,White,10th,0,1.0
2508,3634,Male,White,HS-grad,0,1.0
2509,2645,Male,White,Some-college,0,1.0
2510,9710,Male,White,Some-college,0,1.0
2511,12230,Male,White,HS-grad,0,1.0
2512,10108,Female,White,Some-college,0,1.0
2513,13960,Male,White,Bachelors,1,0.0
2514,4253,Female,Black,HS-grad,0,1.0
2515,9372,Male,White,Bachelors,1,0.0
2516,10204,Female,White,Assoc-voc,0,1.0
2517,22819,Female,Black,Some-college,0,1.0
2518,25453,Male,White,10th,0,1.0
2519,17381,Male,White,HS-grad,0,1.0
2520,5897,Male,White,Some-college,0,1.0
2521,20692,Male,Asian-Pac-Islander,HS-grad,0,1.0
2522,3701,Male,White,Some-college,0,1.0
2523,5557,Female,White,Some-college,0,1.0
2524,28679,Male,White,Some-college,0,1.0
2525,14550,Male,White,Some-college,1,1.0
2526,16241,Male,White,Assoc-voc,1,0.0
2527,2895,Female,White,Some-college,0,1.0
2528,13907,Female,White,11th,0,1.0
2529,17997,Male,White,9th,0,1.0
2530,27904,Male,Asian-Pac-Islander,Some-college,0,1.0
2531,31288,Male,White,Bachelors,1,0.0
2532,13201,Male,White,9th,1,1.0
2533,14353,Male,White,HS-grad,1,1.0
2534,29899,Male,White,Some-college,1,0.0
2535,22751,Female,White,Bachelors,0,1.0
2536,22198,Male,White,Some-college,0,1.0
2537,31655,Male,White,Bachelors,1,0.0
2538,13983,Male,White,Masters,1,0.0
2539,27430,Male,White,Some-college,0,1.0
2540,19138,Male,White,HS-grad,0,1.0
2541,6066,Male,Black,Some-college,1,0.0
2542,7073,Male,White,HS-grad,1,1.0
2543,19434,Male,White,Masters,1,0.0
2544,20736,Male,White,Masters,1,0.0
2545,11741,Male,White,Bachelors,1,0.0
2546,1751,Male,White,HS-grad,0,1.0
2547,31893,Female,White,Masters,0,1.0
2548,28860,Male,White,HS-grad,0,1.0
2549,10927,Male,White,Some-college,0,1.0
2550,9543,Male,Other,HS-grad,0,1.0
2551,8413,Male,White,Some-college,1,1.0
2552,3812,Male,Asian-Pac-Islander,HS-grad,1,1.0
2553,17668,Male,White,12th,0,1.0
2554,12118,Male,White,1st-4th,0,1.0
2555,4429,Male,White,HS-grad,0,1.0
2556,4753,Male,Black,7th-8th,1,1.0
2557,14368,Female,Asian-Pac-Islander,HS-grad,0,1.0
2558,27852,Male,White,11th,0,1.0
2559,31336,Male,Black,Bachelors,0,0.0
2560,17294,Male,White,HS-grad,0,0.0
2561,27960,Male,White,HS-grad,0,1.0
2562,9583,Male,Black,Assoc-acdm,0,1.0
2563,29384,Male,White,Bachelors,1,0.0
2564,18066,Male,White,Some-college,1,0.0
2565,14521,Female,White,Masters,0,1.0
2566,3983,Male,White,10th,1,1.0
2567,20403,Male,White,Bachelors,0,0.0
2568,25708,Male,White,HS-grad,1,1.0
2569,16919,Female,White,Bachelors,1,0.0
2570,9358,Female,White,HS-grad,0,1.0
2571,20373,Male,White,HS-grad,0,1.0
2572,22131,Male,White,Assoc-acdm,0,1.0
2573,26362,Female,White,Some-college,0,1.0
2574,5928,Female,White,Some-college,0,1.0
2575,120,Female,White,Some-college,0,1.0
2576,25917,Male,White,Bachelors,1,0.0
2577,2458,Female,White,Some-college,0,1.0
2578,2539,Female,Black,HS-grad,0,1.0
2579,1629,Female,Black,Assoc-acdm,0,0.0
2580,2220,Male,White,10th,0,1.0
2581,29486,Male,Black,HS-grad,0,1.0
2582,23986,Male,White,Some-college,1,0.0
2583,29146,Female,White,11th,0,1.0
2584,18894,Female,Black,HS-grad,0,1.0
2585,3784,Male,White,HS-grad,0,0.0
2586,23970,Male,White,Bachelors,1,0.0
2587,14105,Male,Black,HS-grad,0,0.0
2588,17102,Male,White,Bachelors,0,0.0
2589,9188,Male,White,HS-grad,0,1.0
2590,13424,Female,Black,Some-college,0,1.0
2591,13063,Male,White,Some-college,0,1.0
2592,27311,Male,White,7th-8th,0,1.0
2593,17590,Male,White,HS-grad,0,1.0
2594,26337,Male,White,Some-college,1,1.0
2595,14059,Male,White,HS-grad,0,1.0
2596,12988,Male,White,HS-grad,0,1.0
2597,12762,Male,White,Bachelors,1,1.0
2598,14468,Female,White,Bachelors,0,1.0
2599,8797,Male,White,HS-grad,0,1.0
2600,26871,Male,White,HS-grad,1,0.0
2601,16387,Female,White,11th,0,1.0
2602,419,Female,White,HS-grad,0,1.0
2603,25279,Male,White,HS-grad,0,1.0
2604,10202,Male,White,Some-college,1,1.0
2605,25285,Male,Black,HS-grad,0,1.0
2606,26393,Male,Black,HS-grad,0,1.0
2607,23663,Male,White,HS-grad,0,0.0
2608,24546,Male,White,Some-college,0,0.0
2609,23074,Male,White,Some-college,0,1.0
2610,7208,Male,White,Some-college,1,1.0
2611,12672,Female,Asian-Pac-Islander,Bachelors,0,1.0
2612,7908,Female,Black,HS-grad,0,1.0
2613,20426,Female,White,HS-grad,0,1.0
2614,31551,Male,White,Bachelors,0,0.0
2615,19540,Male,White,Assoc-voc,0,1.0
2616,22212,Female,Black,HS-grad,0,1.0
2617,5513,Female,White,HS-grad,0,1.0
2618,21187,Male,White,Some-college,0,1.0
2619,11126,Male,White,HS-grad,1,1.0
2620,20086,Female,White,HS-grad,0,1.0
2621,22617,Male,White,5th-6th,0,1.0
2622,1948,Male,White,Bachelors,0,1.0
2623,29684,Male,White,10th,0,1.0
2624,4252,Male,White,Some-college,0,1.0
2625,18770,Male,White,11th,0,1.0
2626,18736,Male,White,HS-grad,0,1.0
2627,5434,Female,Black,Bachelors,0,1.0
2628,32070,Female,White,HS-grad,0,1.0
2629,9618,Female,White,Some-college,0,1.0
2630,9982,Male,White,Bachelors,0,0.0
2631,11793,Female,White,HS-grad,0,1.0
2632,26363,Male,White,Some-college,1,1.0
2633,17837,Female,White,HS-grad,0,1.0
2634,12281,Female,White,HS-grad,0,1.0
2635,10200,Male,White,Some-college,0,1.0
2636,8750,Female,White,Some-college,0,1.0
2637,1747,Female,White,HS-grad,0,1.0
2638,30136,Male,White,11th,0,1.0
2639,6530,Male,White,HS-grad,1,1.0
2640,10369,Male,White,HS-grad,0,1.0
2641,25069,Male,White,Assoc-acdm,1,0.0
2642,3778,Male,White,Some-college,0,1.0
2643,16155,Female,White,Some-college,0,1.0
2644,7561,Male,White,Bachelors,1,0.0
2645,21743,Female,White,HS-grad,0,1.0
2646,17489,Male,White,Prof-school,1,0.0
2647,25703,Female,White,Some-college,0,1.0
2648,32253,Male,White,Bachelors,0,1.0
2649,26390,Female,White,Some-college,0,1.0
2650,18421,Female,White,Some-college,0,1.0
2651,26449,Male,Black,HS-grad,0,1.0
2652,8004,Male,White,11th,0,1.0
2653,25759,Male,White,Some-college,0,1.0
2654,29258,Male,White,HS-grad,0,1.0
2655,3993,Female,Asian-Pac-Islander,Bachelors,0,1.0
2656,30678,Male,White,12th,0,1.0
2657,11798,Male,White,Bachelors,1,0.0
2658,17191,Male,Amer-Indian-Eskimo,10th,0,1.0
2659,28836,Male,White,HS-grad,0,1.0
2660,10175,Female,White,Doctorate,1,1.0
2661,3908,Male,Black,Bachelors,0,1.0
2662,13818,Female,Black,HS-grad,0,1.0
2663,26457,Male,Asian-Pac-Islander,Bachelors,1,0.0
2664,15204,Female,White,Doctorate,1,0.0
2665,32305,Male,White,Some-college,1,1.0
2666,32272,Male,White,Some-college,1,0.0
2667,13544,Male,White,Assoc-acdm,0,1.0
2668,4030,Male,White,HS-grad,0,1.0
2669,6100,Male,Black,HS-grad,0,1.0
2670,29104,Female,Asian-Pac-Islander,Assoc-voc,0,1.0
2671,25809,Male,White,Bachelors,1,1.0
2672,20604,Female,White,Some-college,0,1.0
2673,10961,Female,White,HS-grad,0,1.0
2674,19230,Male,Amer-Indian-Eskimo,9th,0,1.0
2675,30234,Female,Black,11th,1,0.0
2676,17154,Male,White,Masters,1,0.0
2677,1927,Male,White,HS-grad,0,1.0
2678,10298,Male,White,HS-grad,0,1.0
2679,17652,Male,White,Bachelors,0,0.0
2680,2335,Female,White,Some-college,0,1.0
2681,20678,Male,White,Some-college,0,1.0
2682,19593,Male,White,HS-grad,0,1.0
2683,10273,Male,White,HS-grad,0,1.0
2684,28790,Male,White,Bachelors,1,0.0
2685,32100,Male,White,HS-grad,0,1.0
2686,11438,Female,Black,Assoc-voc,0,1.0
2687,12433,Male,White,Bachelors,1,1.0
2688,4545,Female,Black,Assoc-acdm,1,1.0
2689,13243,Male,White,Some-college,0,1.0
2690,22708,Female,White,Masters,1,0.0
2691,17906,Male,White,Some-college,0,1.0
2692,28336,Female,Black,7th-8th,0,1.0
2693,19734,Female,White,Some-college,0,1.0
2694,8725,Female,White,Bachelors,1,0.0
2695,11412,Female,White,10th,0,1.0
2696,24447,Male,White,Some-college,0,0.0
2697,31345,Male,White,Some-college,0,1.0
2698,27246,Female,Asian-Pac-Islander,Bachelors,0,1.0
2699,24286,Male,Black,10th,0,1.0
2700,219,Male,White,10th,0,1.0
2701,17405,Female,White,Bachelors,0,1.0
2702,13000,Male,White,Doctorate,0,0.0
2703,5039,Male,White,Some-college,0,0.0
2704,23085,Female,White,HS-grad,0,1.0
2705,20484,Male,White,Bachelors,1,0.0
2706,10230,Male,White,Some-college,1,0.0
2707,31605,Male,Other,12th,0,1.0
2708,21629,Female,White,Some-college,0,1.0
2709,276,Male,White,Some-college,1,0.0
2710,31537,Female,Asian-Pac-Islander,Some-college,0,1.0
2711,941,Male,Black,HS-grad,0,1.0
2712,23006,Male,White,Assoc-voc,0,0.0
2713,17369,Female,White,HS-grad,0,1.0
2714,15536,Male,Black,Some-college,0,1.0
2715,27458,Male,White,Assoc-acdm,1,1.0
2716,32037,Male,White,Bachelors,0,0.0
2717,15690,Male,Black,HS-grad,0,1.0
2718,19353,Male,White,Masters,1,0.0
2719,7123,Male,White,HS-grad,1,1.0
2720,24157,Male,White,Some-college,0,1.0
2721,6361,Female,White,Assoc-acdm,0,1.0
2722,26338,Male,White,HS-grad,0,1.0
2723,11814,Male,White,Bachelors,1,0.0
2724,4706,Male,White,HS-grad,0,1.0
2725,11779,Male,White,Some-college,0,1.0
2726,13312,Male,White,HS-grad,0,1.0
2727,28335,Male,Asian-Pac-Islander,Bachelors,0,0.0
2728,8862,Male,White,Masters,1,0.0
2729,27998,Female,White,Assoc-acdm,0,1.0
2730,26503,Female,Other,Bachelors,0,1.0
2731,29854,Female,White,Some-college,0,1.0
2732,8926,Male,White,HS-grad,0,1.0
2733,27927,Male,White,HS-grad,0,1.0
2734,30100,Male,White,11th,0,1.0
2735,15867,Male,White,Bachelors,0,1.0
2736,2265,Male,White,Some-college,1,0.0
2737,8540,Male,White,HS-grad,1,0.0
2738,31623,Male,White,Prof-school,1,0.0
2739,16231,Male,White,Bachelors,0,0.0
2740,9125,Male,White,Some-college,0,1.0
2741,1834,Male,White,HS-grad,0,1.0
2742,21943,Female,White,10th,0,1.0
2743,1692,Male,White,HS-grad,0,1.0
2744,9779,Female,Black,Some-college,0,1.0
2745,30544,Male,White,Some-college,0,1.0
2746,17276,Male,White,10th,0,1.0
2747,8019,Male,White,Some-college,0,1.0
2748,29342,Female,Black,HS-grad,0,1.0
2749,27793,Female,White,10th,0,1.0
2750,4369,Female,White,Some-college,0,1.0
2751,31488,Male,White,Some-college,0,0.0
2752,30844,Female,White,HS-grad,0,1.0
2753,29470,Male,White,Some-college,1,0.0
2754,21111,Female,Black,HS-grad,0,1.0
2755,11218,Male,White,Some-college,0,1.0
2756,2421,Female,White,HS-grad,0,1.0
2757,14757,Male,White,Bachelors,1,0.0
2758,2353,Male,White,Bachelors,0,1.0
2759,21843,Male,White,Some-college,0,1.0
2760,28395,Male,Black,Preschool,0,1.0
2761,18359,Male,White,Bachelors,0,1.0
2762,24563,Female,White,Some-college,0,1.0
2763,27033,Female,Asian-Pac-Islander,Bachelors,0,1.0
2764,5268,Female,White,Bachelors,0,1.0
2765,6386,Female,White,12th,0,1.0
2766,25098,Female,White,Masters,0,1.0
2767,15873,Male,White,HS-grad,1,1.0
2768,2522,Male,White,Assoc-voc,0,1.0
2769,12475,Male,White,HS-grad,0,0.0
2770,2274,Male,White,HS-grad,0,0.0
2771,14264,Male,White,9th,0,1.0
2772,31789,Female,Black,HS-grad,0,1.0
2773,14221,Female,White,Some-college,0,1.0
2774,15955,Male,White,HS-grad,1,0.0
2775,12323,Male,White,Bachelors,0,0.0
2776,29345,Male,White,HS-grad,0,1.0
2777,20825,Male,Asian-Pac-Islander,Bachelors,0,1.0
2778,27200,Male,White,Bachelors,0,0.0
2779,24484,Male,White,9th,0,1.0
2780,3969,Male,White,Assoc-acdm,0,1.0
2781,12596,Male,White,HS-grad,0,1.0
2782,18530,Male,White,Some-college,1,0.0
2783,10246,Female,White,Bachelors,0,1.0
2784,20774,Female,White,Some-college,0,1.0
2785,11622,Female,Black,10th,0,1.0
2786,9902,Male,White,Bachelors,0,0.0
2787,253,Male,White,Some-college,0,1.0
2788,16909,Male,White,Masters,1,0.0
2789,15914,Male,White,Assoc-acdm,0,1.0
2790,31734,Male,White,7th-8th,0,1.0
2791,15351,Male,White,HS-grad,0,1.0
2792,19973,Male,White,Bachelors,0,1.0
2793,24270,Male,White,Doctorate,1,0.0
2794,20535,Male,Black,HS-grad,1,0.0
2795,3302,Male,White,HS-grad,0,1.0
2796,7625,Female,White,Some-college,0,1.0
2797,29871,Female,White,Some-college,1,1.0
2798,21285,Male,White,9th,0,1.0
2799,22108,Female,White,Some-college,0,1.0
2800,27600,Male,White,Masters,1,0.0
2801,11009,Male,White,HS-grad,0,1.0
2802,24991,Female,White,Some-college,0,1.0
2803,7117,Male,White,HS-grad,1,0.0
2804,30978,Male,White,HS-grad,0,1.0
2805,9009,Male,White,Doctorate,0,1.0
2806,9100,Male,White,HS-grad,0,1.0
2807,22584,Male,White,HS-grad,0,1.0
2808,29082,Male,White,Assoc-acdm,0,1.0
2809,16692,Male,White,HS-grad,0,1.0
2810,20846,Female,White,Bachelors,0,1.0
2811,31496,Male,White,Some-college,1,0.0
2812,13022,Male,White,7th-8th,0,1.0
2813,17616,Male,White,10th,0,1.0
2814,22963,Female,White,Some-college,0,1.0
2815,17263,Male,White,Some-college,0,1.0
2816,23900,Male,White,HS-grad,0,1.0
2817,6221,Male,White,Some-college,0,1.0
2818,11072,Female,White,HS-grad,0,1.0
2819,2168,Male,White,Assoc-voc,0,1.0
2820,26304,Female,White,Some-college,0,1.0
2821,21232,Male,White,HS-grad,0,1.0
2822,12527,Female,Black,HS-grad,0,1.0
2823,17746,Male,White,11th,0,1.0
2824,31631,Male,White,Bachelors,0,0.0
2825,19558,Male,White,11th,0,1.0
2826,27,Male,Asian-Pac-Islander,Some-college,1,0.0
2827,15665,Female,White,HS-grad,0,1.0
2828,29638,Male,White,Bachelors,1,0.0
2829,24667,Female,White,12th,0,1.0
2830,10736,Male,Asian-Pac-Islander,Prof-school,1,1.0
2831,14294,Male,White,Masters,1,0.0
2832,25210,Male,Black,Masters,0,1.0
2833,14677,Male,White,9th,0,1.0
2834,29408,Female,Amer-Indian-Eskimo,HS-grad,0,1.0
2835,20390,Male,White,Some-college,1,0.0
2836,16836,Male,White,Some-college,0,1.0
2837,22877,Male,White,Bachelors,0,1.0
2838,24535,Male,White,11th,0,1.0
2839,32550,Male,White,Some-college,0,1.0
2840,27279,Male,White,HS-grad,0,1.0
2841,7157,Male,White,10th,0,1.0
2842,24244,Male,White,Some-college,0,1.0
2843,18993,Female,White,Bachelors,0,1.0
2844,28225,Female,Black,Bachelors,0,1.0
2845,12550,Female,Black,Assoc-acdm,0,1.0
2846,17829,Female,White,Bachelors,0,1.0
2847,9832,Male,White,HS-grad,0,0.0
2848,21734,Female,White,Some-college,0,1.0
2849,4206,Female,White,HS-grad,0,1.0
2850,1401,Male,White,Assoc-acdm,0,0.0
2851,16388,Female,White,HS-grad,0,1.0
2852,21704,Male,White,HS-grad,0,1.0
2853,14090,Male,White,HS-grad,0,1.0
2854,30165,Male,White,HS-grad,0,1.0
2855,8520,Male,White,HS-grad,0,1.0
2856,10218,Male,Asian-Pac-Islander,Some-college,1,1.0
2857,6910,Male,White,Bachelors,0,0.0
2858,30538,Male,White,HS-grad,0,1.0
2859,1416,Male,White,HS-grad,0,1.0
2860,9921,Male,White,HS-grad,1,1.0
2861,16321,Female,Black,HS-grad,0,1.0
2862,1183,Male,White,HS-grad,0,1.0
2863,16379,Male,White,HS-grad,0,1.0
2864,18562,Male,White,9th,0,1.0
2865,11834,Male,White,Some-college,0,0.0
2866,23094,Male,White,Assoc-voc,0,1.0
2867,20861,Male,White,HS-grad,0,1.0
2868,12659,Male,White,Bachelors,1,0.0
2869,4359,Female,White,Bachelors,1,0.0
2870,5216,Male,White,Bachelors,0,1.0
2871,23697,Female,White,HS-grad,0,1.0
2872,27387,Female,White,Some-college,0,1.0
2873,14081,Female,White,HS-grad,0,1.0
2874,26970,Female,White,12th,0,1.0
2875,16986,Male,White,9th,0,1.0
2876,231,Female,Black,HS-grad,0,1.0
2877,11198,Female,White,HS-grad,0,1.0
2878,20597,Male,White,10th,0,1.0
2879,24134,Female,White,Bachelors,1,0.0
2880,20559,Male,Black,Some-college,0,1.0
2881,8732,Male,White,Some-college,0,1.0
2882,27318,Female,Black,10th,0,1.0
2883,23572,Female,White,Some-college,0,1.0
2884,24375,Male,White,HS-grad,0,1.0
2885,6282,Male,White,Some-college,0,1.0
2886,10975,Male,Black,HS-grad,0,1.0
2887,10619,Male,White,Bachelors,0,1.0
2888,22746,Male,Black,Bachelors,0,1.0
2889,18919,Female,White,Some-college,0,1.0
2890,149,Female,White,Some-college,0,1.0
2891,16196,Female,White,Some-college,0,1.0
2892,11120,Female,White,HS-grad,0,1.0
2893,23128,Male,White,Some-college,0,1.0
2894,13224,Female,White,Bachelors,0,1.0
2895,27828,Female,Black,HS-grad,0,1.0
2896,20420,Male,White,HS-grad,0,1.0
2897,12882,Male,White,Masters,1,0.0
2898,8381,Male,White,HS-grad,0,1.0
2899,17296,Female,White,HS-grad,0,1.0
2900,6590,Male,White,7th-8th,1,1.0
2901,19174,Male,White,Assoc-voc,0,1.0
2902,21178,Female,White,5th-6th,0,1.0
2903,1752,Female,White,HS-grad,0,1.0
2904,25231,Female,Asian-Pac-Islander,Some-college,0,1.0
2905,24303,Female,White,Bachelors,0,1.0
2906,34,Male,Black,Some-college,0,1.0
2907,30370,Male,White,HS-grad,0,1.0
2908,15511,Female,White,Some-college,0,1.0
2909,9669,Male,White,HS-grad,0,0.0
2910,23467,Male,White,Masters,1,0.0
2911,12994,Male,Black,Some-college,0,0.0
2912,10792,Female,White,Bachelors,1,0.0
2913,18724,Female,White,HS-grad,0,1.0
2914,14447,Male,White,Masters,0,0.0
2915,8110,Male,White,HS-grad,0,1.0
2916,19492,Male,White,Bachelors,0,0.0
2917,25388,Female,White,HS-grad,0,1.0
2918,31070,Female,White,Assoc-acdm,1,1.0
2919,22958,Female,White,11th,0,1.0
2920,23973,Male,White,11th,1,1.0
2921,21694,Female,White,Some-college,0,1.0
2922,17398,Male,Amer-Indian-Eskimo,HS-grad,0,1.0
2923,26101,Male,White,Some-college,1,0.0
2924,16585,Male,White,Bachelors,1,0.0
2925,12942,Male,White,Assoc-voc,0,1.0
2926,24202,Male,Asian-Pac-Islander,HS-grad,0,1.0
2927,17619,Female,White,7th-8th,0,1.0
2928,23784,Male,White,Some-college,1,0.0
2929,23977,Male,White,Some-college,1,1.0
2930,6816,Female,White,Bachelors,1,1.0
2931,8357,Female,White,HS-grad,0,1.0
2932,4180,Male,Black,HS-grad,0,1.0
2933,22637,Male,White,Masters,1,1.0
2934,8552,Male,White,Some-college,0,1.0
2935,31061,Male,Asian-Pac-Islander,Some-college,0,1.0
2936,20723,Male,White,HS-grad,1,0.0
2937,4886,Female,White,HS-grad,0,1.0
2938,23008,Male,White,Masters,1,1.0
2939,21330,Male,White,Some-college,0,1.0
2940,6578,Female,Black,11th,0,1.0
2941,10326,Female,White,Masters,0,1.0
2942,22150,Male,White,HS-grad,0,1.0
2943,27874,Female,Asian-Pac-Islander,Masters,0,0.0
2944,31635,Male,White,7th-8th,0,1.0
2945,30699,Female,White,Bachelors,0,1.0
2946,8069,Male,White,5th-6th,1,0.0
2947,11563,Male,White,Assoc-voc,0,1.0
2948,24307,Female,Black,HS-grad,0,1.0
2949,30710,Female,White,HS-grad,0,1.0
2950,31076,Male,White,Masters,0,0.0
2951,29243,Male,White,Bachelors,1,0.0
2952,10599,Female,White,Some-college,0,1.0
2953,15478,Female,White,Bachelors,0,1.0
2954,23547,Female,White,HS-grad,0,1.0
2955,11828,Male,White,HS-grad,0,1.0
2956,8176,Male,White,Some-college,0,1.0
2957,4680,Male,White,Bachelors,1,0.0
